peak.id	seqnames	start	end	width	strand	WT	E80A	K88N	R90W	cluster	row_cluster	small.cluster	khom_cluster	ehom_cluster
peak.6281	chr4	44187385	44187785	401	*	214.8376226	169.4796833	30.02747605	28.1857917	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6282	chr4	44576719	44577119	401	*	84.43400013	14.2022081	14.4131885	23.28391489	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.6283	chr4	44633751	44634151	401	*	92.87740015	149.596592	10.80989138	22.05844568	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6284	chr4	44728268	44728668	401	*	46.90777785	56.80883239	14.4131885	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6285	chr4	44756035	44756435	401	*	88.18662236	101.3090844	18.01648563	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6286	chr4	44805121	44805521	401	*	229.8481115	144.8625226	105.6967157	23.28391489	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.6287	chr4	44807329	44807729	401	*	170.7443114	138.2348255	37.2340703	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6288	chr4	44813767	44814167	401	*	86.31031125	142.022081	24.02198084	29.41126091	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6289	chr4	44967697	44968097	401	*	19.7012667	51.12794915	2.402198084	7.352815227	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.6290	chr4	45012445	45012845	401	*	191.3837336	202.6181689	28.826377	41.66595295	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6291	chr4	45203668	45204068	401	*	249.5493782	261.320629	52.84835784	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6292	chr4	45263965	45264365	401	*	54.41302231	73.85148211	7.206594251	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6293	chr4	45341598	45341998	401	*	74.11428901	85.21324859	16.81538659	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6294	chr4	45540434	45540834	401	*	180.125867	108.8835954	64.85934826	24.50938409	e80a.lost	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6295	chr4	45605115	45605515	401	*	142.5996447	93.73457345	31.22857509	29.41126091	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6296	chr4	45940416	45940816	401	*	107.8878891	127.8198729	8.407693293	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6297	chr4	45967461	45967861	401	*	447.5002007	433.6407539	9.608792334	50.24423739	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6298	chr4	45973492	45973892	401	*	321.7873561	341.7998082	15.61428754	29.41126091	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6299	chr4	46006195	46006595	401	*	23.45388893	58.70246014	6.005495209	3.676407614	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6300	chr4	46026947	46027347	401	*	96.63002238	69.11741274	3.603297125	14.70563045	e80a.notDB	e80a.lost	e80a_shared		e80a.notDB
peak.6301	chr4	46084997	46085397	401	*	39.4025334	40.71299655	140.5285879	23.28391489	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.6302	chr4	46100212	46100612	401	*	50.66040008	78.58555147	1.201099042	13.48016125	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.6303	chr4	46277010	46277410	401	*	63.79457788	102.2558983	4.804396167	12.25469205	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6304	chr4	46355513	46355913	401	*	39.4025334	98.46864281	8.407693293	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6305	chr4	46564001	46564401	401	*	4.690777785	48.28750753	12.01099042	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.6306	chr4	46595408	46595808	401	*	22.51573337	83.31962084	8.407693293	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6307	chr4	46645565	46645965	401	*	18.76311114	55.86201852	4.804396167	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6308	chr4	46766218	46766618	401	*	120.0839113	87.10687633	32.42967413	26.9603225	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6309	chr4	47474226	47474626	401	*	122.898378	105.0963399	22.82088179	20.83297648	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6310	chr4	47565636	47566036	401	*	10.31971113	10.41495261	90.08242814	12.25469205	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.6311	chr4	48279538	48279938	401	*	59.10380009	88.05369021	12.01099042	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.6312	chr4	48606644	48607044	401	*	15.94864447	66.27697112	9.608792334	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6313	chr4	49583929	49584329	401	*	242.9822893	141.0752671	13.21208946	37.98954534	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6314	chr4	53125652	53126052	401	*	12.19602224	6.627697112	127.3164984	6.127346023	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.6315	chr4	53195967	53196367	401	*	64.73273344	69.11741274	14.4131885	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6316	chr4	53396762	53397162	401	*	43.15515562	72.90466824	9.608792334	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6317	chr4	53430395	53430795	401	*	94.75371126	20.82990521	6.005495209	12.25469205	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6318	chr4	53473835	53474235	401	*	271.126956	25.56397458	33.63077317	18.38203807	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.6319	chr4	53475747	53476147	401	*	206.3942225	115.5112925	33.63077317	22.05844568	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6320	chr4	53495546	53495946	401	*	289.8900671	31.24485782	51.6472588	46.56782977	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.6321	chr4	53509995	53510395	401	*	69.42351122	71.95785436	9.608792334	3.676407614	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6322	chr4	53512758	53513158	401	*	53.47486675	57.75564626	16.81538659	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6323	chr4	53600466	53600866	401	*	50.66040008	57.75564626	2.402198084	11.02922284	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.6324	chr4	53620196	53620596	401	*	45.9696223	58.70246014	12.01099042	12.25469205	e80a.notDB	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6325	chr4	53633678	53634078	401	*	192.3218892	54.91520464	67.26154634	15.93109966	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.6326	chr4	53776050	53776450	401	*	222.342867	172.3201249	7.206594251	44.11689136	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6327	chr4	53782652	53783052	401	*	82.55768902	122.1389896	12.01099042	45.34236057	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6328	chr4	54601628	54602028	401	*	68.48535566	10.41495261	10.80989138	8.578284432	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.6329	chr4	54686253	54686653	401	*	13.1341778	10.41495261	97.28902239	13.48016125	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.6330	chr4	55005509	55005909	401	*	106.0115779	93.73457345	6.005495209	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6331	chr4	55077557	55077957	401	*	45.9696223	122.1389896	20.41868371	19.60750727	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6332	chr4	55216133	55216533	401	*	161.3627558	156.2242891	30.02747605	25.7348533	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6333	chr4	56864117	56864517	401	*	30.02097783	74.79829598	8.407693293	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6334	chr4	57214181	57214581	401	*	33.77360005	74.79829598	6.005495209	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6335	chr4	58990543	58990943	401	*	26.2683556	53.0215769	27.62527796	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6336	chr4	59012651	59013051	401	*	37.52622228	63.4365295	6.005495209	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.6337	chr4	59069265	59069665	401	*	449.3765118	251.8524903	102.0934186	74.75362148	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6338	chr4	59353775	59354175	401	*	49.72224452	94.68138732	13.21208946	22.05844568	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6339	chr4	59388619	59389019	401	*	11.25786668	12.30858035	93.68572526	12.25469205	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.6340	chr4	59599224	59599624	401	*	41.27884451	98.46864281	8.407693293	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6341	chr4	59658788	59659188	401	*	67.54720011	116.4581064	7.206594251	18.38203807	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6342	chr4	59668017	59668417	401	*	63.79457788	89.00050408	8.407693293	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6343	chr4	59677296	59677696	401	*	192.3218892	209.245866	13.21208946	42.89142216	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6344	chr4	59696339	59696739	401	*	58.16564454	78.58555147	31.22857509	29.41126091	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6345	chr4	59815122	59815522	401	*	47.84593341	108.8835954	7.206594251	14.70563045	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6346	chr4	59816429	59816829	401	*	41.27884451	128.7666868	12.01099042	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6347	chr4	62207715	62208115	401	*	38.46437784	66.27697112	1.201099042	9.803753636	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.6348	chr4	62289283	62289683	401	*	239.229667	227.2353296	3.603297125	41.66595295	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.6349	chr4	62294312	62294712	401	*	44.09331118	64.38334338	7.206594251	15.93109966	e80a.notDB	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.6350	chr4	62468766	62469166	401	*	221.4047115	180.8414498	22.82088179	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6351	chr4	62470419	62470819	401	*	83.49584458	62.48971563	13.21208946	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6352	chr4	62525237	62525637	401	*	120.0839113	99.41545668	20.41868371	18.38203807	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6353	chr4	62649197	62649597	401	*	33.77360005	148.6497781	3.603297125	4.901876818	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.6354	chr4	63124950	63125350	401	*	196.0745114	115.5112925	20.41868371	19.60750727	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6355	chr4	63389072	63389472	401	*	297.3953116	266.0546984	31.22857509	56.37158341	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6356	chr4	63473404	63473804	401	*	84.43400013	124.9794313	2.402198084	17.15656886	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.6357	chr4	63490051	63490451	401	*	143.5378002	276.469651	3.603297125	26.9603225	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.6358	chr4	63491885	63492285	401	*	20.63942225	51.12794915	9.608792334	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6359	chr4	63493694	63494094	401	*	45.9696223	57.75564626	9.608792334	13.48016125	e80a.notDB	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6360	chr4	63501114	63501514	401	*	194.1982003	228.1821434	4.804396167	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6361	chr4	63967554	63967954	401	*	38.46437784	62.48971563	8.407693293	15.93109966	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6362	chr4	65126822	65127222	401	*	26.2683556	108.8835954	13.21208946	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6363	chr4	70573869	70574269	401	*	25.33020004	11.36176648	84.07693293	9.803753636	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.6364	chr4	71933613	71934013	401	*	33.77360005	46.39387979	166.9527668	13.48016125	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.6365	chr4	72197545	72197945	401	*	80.68137791	72.90466824	7.206594251	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6366	chr4	72381197	72381597	401	*	276.7558893	112.6708509	46.84286263	41.66595295	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6367	chr4	74038072	74038472	401	*	35.64991117	116.4581064	21.61978275	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6368	chr4	74242179	74242579	401	*	378.0766895	260.3738151	180.1648563	64.94986784	e80a.lost	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6369	chr4	74250067	74250467	401	*	110.7023557	88.05369021	15.61428754	15.93109966	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6370	chr4	74257694	74258094	401	*	117.2694446	82.37280697	9.608792334	29.41126091	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6371	chr4	75237387	75237787	401	*	151.9812002	25.56397458	57.65275401	12.25469205	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.lost
peak.6372	chr4	80906738	80907138	401	*	420.2936896	408.0767793	30.02747605	57.59705261	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6373	chr4	80916729	80917129	401	*	46.90777785	83.31962084	18.01648563	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6374	chr4	81253100	81253500	401	*	25.33020004	82.37280697	13.21208946	23.28391489	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6375	chr4	81423599	81423999	401	*	217.6520892	61.54290176	16.81538659	53.920645	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6376	chr4	81924230	81924630	401	*	17.82495558	5.680883239	60.05495209	9.803753636	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.6377	chr4	82593714	82594114	401	*	60.98011121	43.55343817	6.005495209	15.93109966	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6378	chr4	82891643	82892043	401	*	83.49584458	51.12794915	8.407693293	13.48016125	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6379	chr4	83146452	83146852	401	*	47.84593341	71.01104049	16.81538659	14.70563045	e80a.notDB	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6380	chr4	83285076	83285476	401	*	75.99060012	101.3090844	20.41868371	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6381	chr4	83334216	83334616	401	*	131.341778	157.1711029	8.407693293	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6382	chr4	83524623	83525023	401	*	210.1468448	59.64927401	24.02198084	25.7348533	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6383	chr4	83596542	83596942	401	*	72.23797789	53.96839077	13.21208946	13.48016125	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6384	chr4	83656423	83656823	401	*	37.52622228	42.60662429	9.608792334	8.578284432	e80a.notDB	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6385	chr4	83775124	83775524	401	*	123.8365335	110.7772232	10.80989138	30.63673011	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6386	chr4	84448895	84449295	401	*	85.37215569	211.1394937	39.63626838	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6387	chr4	84969503	84969903	401	*	147.2904225	62.48971563	56.45165496	23.28391489	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.6388	chr4	85006799	85007199	401	*	137.9088669	26.51078845	93.68572526	40.44048375	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.lost
peak.6389	chr4	85306353	85306753	401	*	85.37215569	160.0115446	8.407693293	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.6390	chr4	85319081	85319481	401	*	131.341778	150.5434058	25.22307988	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6391	chr4	85322004	85322404	401	*	142.5996447	46.39387979	15.61428754	18.38203807	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6392	chr4	85352436	85352836	401	*	86.31031125	77.6387376	18.01648563	13.48016125	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6393	chr4	86019525	86019925	401	*	45.03146674	90.89413183	6.005495209	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.6394	chr4	86380229	86380629	401	*	40.34068895	55.86201852	3.603297125	11.02922284	e80a.notDB	e80a.notDB	e80a_shared		e80a.notDB
peak.6395	chr4	86564664	86565064	401	*	130.4036224	31.24485782	8.407693293	14.70563045	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6396	chr4	86611941	86612341	401	*	86.31031125	110.7772232	12.01099042	25.7348533	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6397	chr4	86851047	86851447	401	*	114.454978	29.35123007	16.81538659	12.25469205	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6398	chr4	86867062	86867462	401	*	200.7652892	201.671355	4.804396167	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6399	chr4	87201579	87201979	401	*	58.16564454	96.57501506	13.21208946	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6400	chr4	88034188	88034588	401	*	163.2390669	44.50025204	57.65275401	33.08766852	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB
peak.6401	chr4	88337989	88338389	401	*	6.567088899	4.734069366	79.27253676	7.352815227	k88n.gained	k88n.gained	k88n_unique	k88n.gained	
peak.6402	chr4	89122189	89122589	401	*	17.82495558	59.64927401	10.80989138	7.352815227	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6403	chr4	91334697	91335097	401	*	121.9602224	76.69192373	10.80989138	29.41126091	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6404	chr4	91375265	91375665	401	*	71.29982234	85.21324859	43.2395655	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6405	chr4	91376361	91376761	401	*	60.98011121	64.38334338	20.41868371	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6406	chr4	93094087	93094487	401	*	50.66040008	92.78775957	12.01099042	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6407	chr4	94503582	94503982	401	*	41.27884451	58.70246014	15.61428754	7.352815227	e80a.notDB	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6408	chr4	94614233	94614633	401	*	60.98011121	72.90466824	26.42417892	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6409	chr4	95052086	95052486	401	*	98.50633349	97.52182894	19.21758467	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6410	chr4	95962860	95963260	401	*	118.2076002	25.56397458	16.81538659	25.7348533	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6411	chr4	95967959	95968359	401	*	112.5786668	71.95785436	12.01099042	13.48016125	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6412	chr4	97772074	97772474	401	*	38.46437784	60.59608788	15.61428754	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6413	chr4	97773181	97773581	401	*	43.15515562	64.38334338	36.03297125	14.70563045	e80a.notDB	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6414	chr4	98560136	98560536	401	*	27.20651115	170.4264972	12.01099042	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.6415	chr4	98717680	98718080	401	*	52.53671119	63.4365295	18.01648563	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6416	chr4	98923139	98923539	401	*	49.72224452	75.74510985	49.24506071	20.83297648	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6417	chr4	98938562	98938962	401	*	81.61953346	28.4044162	10.80989138	7.352815227	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6418	chr4	99044260	99044660	401	*	67.54720011	13.25539422	7.206594251	20.83297648	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6419	chr4	99193669	99194069	401	*	111.6405113	101.3090844	13.21208946	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6420	chr4	99199928	99200328	401	*	180.125867	115.5112925	12.01099042	18.38203807	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6421	chr4	99206329	99206729	401	*	196.0745114	182.7350775	13.21208946	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6422	chr4	99219167	99219567	401	*	82.55768902	192.2032163	9.608792334	33.08766852	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.6423	chr4	99983624	99984024	401	*	99.44448905	40.71299655	14.4131885	17.15656886	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6424	chr4	100372537	100372937	401	*	107.8878891	18.93627746	13.21208946	14.70563045	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost
peak.6425	chr4	100382623	100383023	401	*	61.91826676	51.12794915	14.4131885	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6426	chr4	101069732	101070132	401	*	159.4864447	125.9262451	15.61428754	28.1857917	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6427	chr4	101265864	101266264	401	*	66.60904455	52.07476303	6.005495209	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6428	chr4	101550899	101551299	401	*	106.0115779	131.6071284	4.804396167	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6429	chr4	101647198	101647598	401	*	136.9707113	220.6076325	25.22307988	18.38203807	e80a.notDB	e80a.gained	e80a_shared	k88n.lost	e80a.notDB
peak.6430	chr4	102005584	102005984	401	*	300.2097783	256.5865596	6.005495209	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6431	chr4	102087424	102087824	401	*	25.33020004	78.58555147	2.402198084	3.676407614	e80a.gained	e80a.gained	e80a_shared		e80a.notDB
peak.6432	chr4	102224441	102224841	401	*	20.63942225	72.90466824	8.407693293	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6433	chr4	102505697	102506097	401	*	38.46437784	68.17059887	9.608792334	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6434	chr4	102560697	102561097	401	*	156.671978	116.4581064	8.407693293	26.9603225	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6435	chr4	102771961	102772361	401	*	138.8470224	133.5007561	12.01099042	28.1857917	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6436	chr4	102773819	102774219	401	*	261.7454004	123.0858035	15.61428754	37.98954534	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6437	chr4	103113558	103113958	401	*	273.0032671	136.3411977	12.01099042	25.7348533	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
peak.6438	chr4	103314204	103314604	401	*	26.2683556	57.75564626	12.01099042	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6439	chr4	103699600	103700000	401	*	10.31971113	65.33015725	13.21208946	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.6440	chr4	103731834	103732234	401	*	26.2683556	194.096844	8.407693293	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.6441	chr4	103736117	103736517	401	*	9.38155557	174.2137527	14.4131885	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.6442	chr4	103815502	103815902	401	*	6.567088899	81.42599309	12.01099042	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained
peak.6443	chr4	104443085	104443485	401	*	44.09331118	109.8304093	16.81538659	14.70563045	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB
peak.6444	chr4	104465176	104465576	401	*	143.5378002	219.6608186	20.41868371	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6445	chr4	105334211	105334611	401	*	82.55768902	58.70246014	16.81538659	22.05844568	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6446	chr4	105584353	105584753	401	*	21.57757781	80.47917922	13.21208946	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB
peak.6447	chr4	106048046	106048446	401	*	68.48535566	106.9899677	4.804396167	11.02922284	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6448	chr4	106650728	106651128	401	*	73.17613345	97.52182894	9.608792334	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB
peak.6449	chr4	106826131	106826531	401	*	85.37215569	47.34069366	14.4131885	7.352815227	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB
