seqnames	start	end	vsx2.peak.id	ints_cluster
chr3	153018288	153018688	vsx2_notDB_1962	notDB
chr3	153430098	153430498	vsx2_notDB_1963	notDB
chr3	156691278	156691678	vsx2_notDB_1964	notDB
chr4	5724143	5724543	vsx2_notDB_1965	notDB
chr4	6899421	6899821	vsx2_notDB_1966	notDB
chr4	6979379	6979779	vsx2_notDB_1967	notDB
chr4	8219475	8219875	vsx2_notDB_1968	notDB
chr4	8717344	8717744	vsx2_notDB_1969	notDB
chr4	9234355	9234755	vsx2_notDB_1970	notDB
chr4	10873864	10874264	vsx2_notDB_1971	notDB
chr4	11762135	11762535	vsx2_notDB_1972	notDB
chr4	12084914	12085314	vsx2_notDB_1973	notDB
chr4	12907120	12907520	vsx2_notDB_1974	notDB
chr4	13480423	13480823	vsx2_notDB_1975	notDB
chr4	14621489	14621889	vsx2_notDB_1976	notDB
chr4	19333526	19333926	vsx2_notDB_1977	notDB
chr4	22357218	22357618	vsx2_notDB_1978	notDB
chr4	23511997	23512397	vsx2_notDB_1979	notDB
chr4	23602426	23602826	vsx2_notDB_1980	notDB
chr4	24019394	24019794	vsx2_notDB_1981	notDB
chr4	25011867	25012267	vsx2_notDB_1982	notDB
chr4	28934717	28935117	vsx2_notDB_1983	notDB
chr4	29742779	29743179	vsx2_notDB_1984	notDB
chr4	30447781	30448181	vsx2_notDB_1985	notDB
chr4	32359229	32359629	vsx2_notDB_1986	notDB
chr4	32486604	32487004	vsx2_notDB_1987	notDB
chr4	32532128	32532528	vsx2_notDB_1988	notDB
chr4	41098524	41098924	vsx2_notDB_1989	notDB
chr4	41675262	41675662	vsx2_notDB_1990	notDB
chr4	41727230	41727630	vsx2_notDB_1991	notDB
chr4	43047081	43047481	vsx2_notDB_1992	notDB
chr4	43630099	43630499	vsx2_notDB_1993	notDB
chr4	43672109	43672509	vsx2_notDB_1994	notDB
chr4	44119441	44119841	vsx2_notDB_1995	notDB
chr4	44450723	44451123	vsx2_notDB_1996	notDB
chr4	44641950	44642350	vsx2_notDB_1997	notDB
chr4	44663709	44664109	vsx2_notDB_1998	notDB
chr4	44704448	44704848	vsx2_notDB_1999	notDB
chr4	44973443	44973843	vsx2_notDB_2000	notDB
chr4	46880174	46880574	vsx2_notDB_2001	notDB
chr4	47058178	47058578	vsx2_notDB_2002	notDB
chr4	48044356	48044756	vsx2_notDB_2003	notDB
chr4	48224863	48225263	vsx2_notDB_2004	notDB
chr4	48555761	48556161	vsx2_notDB_2005	notDB
chr4	48586412	48586812	vsx2_notDB_2006	notDB
chr4	52594049	52594449	vsx2_notDB_2007	notDB
chr4	54615942	54616342	vsx2_notDB_2008	notDB
chr4	54959592	54959992	vsx2_notDB_2009	notDB
chr4	55077611	55078011	vsx2_notDB_2010	notDB
chr4	58670625	58671025	vsx2_notDB_2011	notDB
chr4	59388628	59389028	vsx2_notDB_2012	notDB
chr4	59401076	59401476	vsx2_notDB_2013	notDB
chr4	59680693	59681093	vsx2_notDB_2014	notDB
chr4	62709627	62710027	vsx2_notDB_2015	notDB
chr4	65674573	65674973	vsx2_notDB_2016	notDB
chr4	66025404	66025804	vsx2_notDB_2017	notDB
chr4	67662132	67662532	vsx2_notDB_2018	notDB
chr4	69195594	69195994	vsx2_notDB_2019	notDB
chr4	69973550	69973950	vsx2_notDB_2020	notDB
chr4	70410434	70410834	vsx2_notDB_2021	notDB
chr4	71481916	71482316	vsx2_notDB_2022	notDB
chr4	71765159	71765559	vsx2_notDB_2023	notDB
chr4	72160037	72160437	vsx2_notDB_2024	notDB
chr4	72167760	72168160	vsx2_notDB_2025	notDB
chr4	74097748	74098148	vsx2_notDB_2026	notDB
chr4	74563566	74563966	vsx2_notDB_2027	notDB
chr4	76003633	76004033	vsx2_notDB_2028	notDB
chr4	76025891	76026291	vsx2_notDB_2029	notDB
chr4	76387005	76387405	vsx2_notDB_2030	notDB
chr4	76448535	76448935	vsx2_notDB_2031	notDB
chr4	80910921	80911321	vsx2_notDB_2032	notDB
chr4	81764288	81764688	vsx2_notDB_2033	notDB
chr4	82028686	82029086	vsx2_notDB_2034	notDB
chr4	82344181	82344581	vsx2_notDB_2035	notDB
chr4	82589921	82590321	vsx2_notDB_2036	notDB
chr4	83183238	83183638	vsx2_notDB_2037	notDB
chr4	83207167	83207567	vsx2_notDB_2038	notDB
chr4	84137290	84137690	vsx2_notDB_2039	notDB
chr4	84728629	84729029	vsx2_notDB_2040	notDB
chr4	85006894	85007294	vsx2_notDB_2041	notDB
chr4	85662841	85663241	vsx2_notDB_2042	notDB
chr4	87229419	87229819	vsx2_notDB_2043	notDB
chr4	88336430	88336830	vsx2_notDB_2044	notDB
chr4	89129430	89129830	vsx2_notDB_2045	notDB
chr4	91237059	91237459	vsx2_notDB_2046	notDB
chr4	95161798	95162198	vsx2_notDB_2047	notDB
chr4	95733911	95734311	vsx2_notDB_2048	notDB
chr4	97236147	97236547	vsx2_notDB_2049	notDB
chr4	97593620	97594020	vsx2_notDB_2050	notDB
chr4	97758127	97758527	vsx2_notDB_2051	notDB
chr4	98095278	98095678	vsx2_notDB_2052	notDB
chr4	98923176	98923576	vsx2_notDB_2053	notDB
chr4	99195019	99195419	vsx2_notDB_2054	notDB
chr4	99251394	99251794	vsx2_notDB_2055	notDB
chr4	99574219	99574619	vsx2_notDB_2056	notDB
chr4	99740024	99740424	vsx2_notDB_2057	notDB
chr4	102254882	102255282	vsx2_notDB_2058	notDB
chr4	102444200	102444600	vsx2_notDB_2059	notDB
chr4	103922604	103923004	vsx2_notDB_2060	notDB
chr4	104416126	104416526	vsx2_notDB_2061	notDB
chr4	105180954	105181354	vsx2_notDB_2062	notDB
chr4	105406944	105407344	vsx2_notDB_2063	notDB
chr4	105649069	105649469	vsx2_notDB_2064	notDB
chr4	106815749	106816149	vsx2_notDB_2065	notDB
chr4	106838768	106839168	vsx2_notDB_2066	notDB
chr4	107002075	107002475	vsx2_notDB_2067	notDB
chr4	107730375	107730775	vsx2_notDB_2068	notDB
chr4	108460956	108461356	vsx2_notDB_2069	notDB
chr4	108905482	108905882	vsx2_notDB_2070	notDB
chr4	109759106	109759506	vsx2_notDB_2071	notDB
chr4	110287451	110287851	vsx2_notDB_2072	notDB
chr4	114308493	114308893	vsx2_notDB_2073	notDB
chr4	116123620	116124020	vsx2_notDB_2074	notDB
chr4	116220074	116220474	vsx2_notDB_2075	notDB
chr4	116635093	116635493	vsx2_notDB_2076	notDB
chr4	117189840	117190240	vsx2_notDB_2077	notDB
chr4	117421052	117421452	vsx2_notDB_2078	notDB
chr4	117651887	117652287	vsx2_notDB_2079	notDB
chr4	117836411	117836811	vsx2_notDB_2080	notDB
chr4	118668881	118669281	vsx2_notDB_2081	notDB
chr4	118956122	118956522	vsx2_notDB_2082	notDB
chr4	119121666	119122066	vsx2_notDB_2083	notDB
chr4	119138232	119138632	vsx2_notDB_2084	notDB
chr4	119516341	119516741	vsx2_notDB_2085	notDB
chr4	121002742	121003142	vsx2_notDB_2086	notDB
chr4	122998746	122999146	vsx2_notDB_2087	notDB
chr4	124298691	124299091	vsx2_notDB_2088	notDB
chr4	125572997	125573397	vsx2_notDB_2089	notDB
chr4	126648296	126648696	vsx2_notDB_2090	notDB
chr4	129135778	129136178	vsx2_notDB_2091	notDB
chr4	129228043	129228443	vsx2_notDB_2092	notDB
chr4	129577118	129577518	vsx2_notDB_2093	notDB
chr4	129944372	129944772	vsx2_notDB_2094	notDB
chr4	130721677	130722077	vsx2_notDB_2095	notDB
chr4	131538169	131538569	vsx2_notDB_2096	notDB
chr4	131594852	131595252	vsx2_notDB_2097	notDB
chr4	132129180	132129580	vsx2_notDB_2098	notDB
chr4	132345866	132346266	vsx2_notDB_2099	notDB
chr4	133130193	133130593	vsx2_notDB_2100	notDB
chr4	133344058	133344458	vsx2_notDB_2101	notDB
chr4	133460947	133461347	vsx2_notDB_2102	notDB
chr4	133673098	133673498	vsx2_notDB_2103	notDB
chr4	134450547	134450947	vsx2_notDB_2104	notDB
chr4	134735717	134736117	vsx2_notDB_2105	notDB
chr4	134944143	134944543	vsx2_notDB_2106	notDB
chr4	135526183	135526583	vsx2_notDB_2107	notDB
chr4	135822439	135822839	vsx2_notDB_2108	notDB
chr4	136467099	136467499	vsx2_notDB_2109	notDB
chr4	136470489	136470889	vsx2_notDB_2110	notDB
chr4	136514991	136515391	vsx2_notDB_2111	notDB
chr4	136734390	136734790	vsx2_notDB_2112	notDB
chr4	136773040	136773440	vsx2_notDB_2113	notDB
chr4	136911166	136911566	vsx2_notDB_2114	notDB
chr4	138554831	138555231	vsx2_notDB_2115	notDB
chr4	138579963	138580363	vsx2_notDB_2116	notDB
chr4	138689011	138689411	vsx2_notDB_2117	notDB
chr4	139040064	139040464	vsx2_notDB_2118	notDB
chr4	139042626	139043026	vsx2_notDB_2119	notDB
chr4	139054519	139054919	vsx2_notDB_2120	notDB
chr4	139246471	139246871	vsx2_notDB_2121	notDB
chr4	139598275	139598675	vsx2_notDB_2122	notDB
chr4	139872387	139872787	vsx2_notDB_2123	notDB
chr4	140358304	140358704	vsx2_notDB_2124	notDB
chr4	140504078	140504478	vsx2_notDB_2125	notDB
chr4	140700819	140701219	vsx2_notDB_2126	notDB
chr4	141558904	141559304	vsx2_notDB_2127	notDB
chr4	141853488	141853888	vsx2_notDB_2128	notDB
chr4	142750064	142750464	vsx2_notDB_2129	notDB
chr4	148215479	148215879	vsx2_notDB_2130	notDB
chr4	148444688	148445088	vsx2_notDB_2131	notDB
chr4	148590683	148591083	vsx2_notDB_2132	notDB
chr4	148595946	148596346	vsx2_notDB_2133	notDB
chr4	148822621	148823021	vsx2_notDB_2134	notDB
chr4	148940607	148941007	vsx2_notDB_2135	notDB
chr4	148956510	148956910	vsx2_notDB_2136	notDB
chr4	149034976	149035376	vsx2_notDB_2137	notDB
chr4	149040754	149041154	vsx2_notDB_2138	notDB
chr4	149067482	149067882	vsx2_notDB_2139	notDB
chr4	149103896	149104296	vsx2_notDB_2140	notDB
chr4	149494933	149495333	vsx2_notDB_2141	notDB
chr4	149524065	149524465	vsx2_notDB_2142	notDB
chr4	149923828	149924228	vsx2_notDB_2143	notDB
chr4	149988307	149988707	vsx2_notDB_2144	notDB
chr4	150007943	150008343	vsx2_notDB_2145	notDB
chr4	150216454	150216854	vsx2_notDB_2146	notDB
chr4	150260082	150260482	vsx2_notDB_2147	notDB
chr4	150347133	150347533	vsx2_notDB_2148	notDB
chr4	150539763	150540163	vsx2_notDB_2149	notDB
chr4	151385942	151386342	vsx2_notDB_2150	notDB
chr4	152245783	152246183	vsx2_notDB_2151	notDB
chr4	153224643	153225043	vsx2_notDB_2152	notDB
chr4	153850200	153850600	vsx2_notDB_2153	notDB
chr4	153859972	153860372	vsx2_notDB_2154	notDB
chr4	154582819	154583219	vsx2_notDB_2155	notDB
chr4	155721580	155721980	vsx2_notDB_2156	notDB
chr4	155943535	155943935	vsx2_notDB_2157	notDB
chr5	4867950	4868350	vsx2_notDB_2158	notDB
chr5	5316804	5317204	vsx2_notDB_2159	notDB
chr5	8367922	8368322	vsx2_notDB_2160	notDB
chr5	8423489	8423889	vsx2_notDB_2161	notDB
chr5	10674223	10674623	vsx2_notDB_2162	notDB
chr5	13314019	13314419	vsx2_notDB_2163	notDB
chr5	13529226	13529626	vsx2_notDB_2164	notDB
chr5	15993310	15993710	vsx2_notDB_2165	notDB
chr5	16064534	16064934	vsx2_notDB_2166	notDB
chr5	16239767	16240167	vsx2_notDB_2167	notDB
chr5	16869522	16869922	vsx2_notDB_2168	notDB
chr5	20057008	20057408	vsx2_notDB_2169	notDB
chr5	21973327	21973727	vsx2_notDB_2170	notDB
chr5	22187639	22188039	vsx2_notDB_2171	notDB
chr5	22904278	22904678	vsx2_notDB_2172	notDB
chr5	24261912	24262312	vsx2_notDB_2173	notDB
chr5	24673782	24674182	vsx2_notDB_2174	notDB
chr5	25666095	25666495	vsx2_notDB_2175	notDB
chr5	26175996	26176396	vsx2_notDB_2176	notDB
chr5	27261851	27262251	vsx2_notDB_2177	notDB
chr5	29196249	29196649	vsx2_notDB_2178	notDB
chr5	30580751	30581151	vsx2_notDB_2179	notDB
chr5	30896677	30897077	vsx2_notDB_2180	notDB
chr5	31220707	31221107	vsx2_notDB_2181	notDB
chr5	31328226	31328626	vsx2_notDB_2182	notDB
chr5	32322074	32322474	vsx2_notDB_2183	notDB
chr5	32657159	32657559	vsx2_notDB_2184	notDB
chr5	32786152	32786552	vsx2_notDB_2185	notDB
chr5	33335901	33336301	vsx2_notDB_2186	notDB
chr5	33458350	33458750	vsx2_notDB_2187	notDB
chr5	33487671	33488071	vsx2_notDB_2188	notDB
chr5	33542096	33542496	vsx2_notDB_2189	notDB
chr5	33562406	33562806	vsx2_notDB_2190	notDB
chr5	35454445	35454845	vsx2_notDB_2191	notDB
chr5	35850698	35851098	vsx2_notDB_2192	notDB
chr5	36141769	36142169	vsx2_notDB_2193	notDB
chr5	43232791	43233191	vsx2_notDB_2194	notDB
chr5	43672044	43672444	vsx2_notDB_2195	notDB
chr5	44474092	44474492	vsx2_notDB_2196	notDB
chr5	45492779	45493179	vsx2_notDB_2197	notDB
chr5	50035390	50035790	vsx2_notDB_2198	notDB
chr5	52165160	52165560	vsx2_notDB_2199	notDB
chr5	52216320	52216720	vsx2_notDB_2200	notDB
chr5	53189585	53189985	vsx2_notDB_2201	notDB
chr5	53275107	53275507	vsx2_notDB_2202	notDB
chr5	53276476	53276876	vsx2_notDB_2203	notDB
chr5	54155461	54155861	vsx2_notDB_2204	notDB
chr5	58315254	58315654	vsx2_notDB_2205	notDB
chr5	60599733	60600133	vsx2_notDB_2206	notDB
chr5	64156525	64156925	vsx2_notDB_2207	notDB
chr5	64343700	64344100	vsx2_notDB_2208	notDB
chr5	64694660	64695060	vsx2_notDB_2209	notDB
chr5	65071600	65072000	vsx2_notDB_2210	notDB
chr5	65763036	65763436	vsx2_notDB_2211	notDB
chr5	65765055	65765455	vsx2_notDB_2212	notDB
chr5	66423900	66424300	vsx2_notDB_2213	notDB
chr5	66677744	66678144	vsx2_notDB_2214	notDB
chr5	66847570	66847970	vsx2_notDB_2215	notDB
chr5	66861112	66861512	vsx2_notDB_2216	notDB
chr5	67231751	67232151	vsx2_notDB_2217	notDB
chr5	69704185	69704585	vsx2_notDB_2218	notDB
chr5	69837531	69837931	vsx2_notDB_2219	notDB
chr5	72759545	72759945	vsx2_notDB_2220	notDB
chr5	73194869	73195269	vsx2_notDB_2221	notDB
chr5	73209690	73210090	vsx2_notDB_2222	notDB
chr5	73334664	73335064	vsx2_notDB_2223	notDB
chr5	73450529	73450929	vsx2_notDB_2224	notDB
chr5	74433884	74434284	vsx2_notDB_2225	notDB
chr5	75347816	75348216	vsx2_notDB_2226	notDB
chr5	76346070	76346470	vsx2_notDB_2227	notDB
chr5	76691620	76692020	vsx2_notDB_2228	notDB
chr5	77157969	77158369	vsx2_notDB_2229	notDB
chr5	82875513	82875913	vsx2_notDB_2230	notDB
chr5	84811483	84811883	vsx2_notDB_2231	notDB
chr5	86352956	86353356	vsx2_notDB_2232	notDB
chr5	86359416	86359816	vsx2_notDB_2233	notDB
chr5	89611587	89611987	vsx2_notDB_2234	notDB
chr5	90977180	90977580	vsx2_notDB_2235	notDB
chr5	91307866	91308266	vsx2_notDB_2236	notDB
chr5	96266993	96267393	vsx2_notDB_2237	notDB
chr5	97277894	97278294	vsx2_notDB_2238	notDB
chr5	99253605	99254005	vsx2_notDB_2239	notDB
chr5	99683631	99684031	vsx2_notDB_2240	notDB
chr5	99852152	99852552	vsx2_notDB_2241	notDB
chr5	99979772	99980172	vsx2_notDB_2242	notDB
chr5	100178017	100178417	vsx2_notDB_2243	notDB
chr5	103207857	103208257	vsx2_notDB_2244	notDB
chr5	103891893	103892293	vsx2_notDB_2245	notDB
chr5	103972647	103973047	vsx2_notDB_2246	notDB
chr5	106433732	106434132	vsx2_notDB_2247	notDB
chr5	106450967	106451367	vsx2_notDB_2248	notDB
chr5	106463532	106463932	vsx2_notDB_2249	notDB
chr5	106577434	106577834	vsx2_notDB_2250	notDB
chr5	106597869	106598269	vsx2_notDB_2251	notDB
chr5	107148180	107148580	vsx2_notDB_2252	notDB
chr5	107251922	107252322	vsx2_notDB_2253	notDB
chr5	110416794	110417194	vsx2_notDB_2254	notDB
chr5	110608908	110609308	vsx2_notDB_2255	notDB
chr5	111195459	111195859	vsx2_notDB_2256	notDB
chr5	111869000	111869400	vsx2_notDB_2257	notDB
chr5	111975611	111976011	vsx2_notDB_2258	notDB
chr5	112002004	112002404	vsx2_notDB_2259	notDB
chr5	112050526	112050926	vsx2_notDB_2260	notDB
chr5	112718585	112718985	vsx2_notDB_2261	notDB
chr5	113226526	113226926	vsx2_notDB_2262	notDB
chr5	113855742	113856142	vsx2_notDB_2263	notDB
chr5	113872833	113873233	vsx2_notDB_2264	notDB
chr5	113986380	113986780	vsx2_notDB_2265	notDB
chr5	114296908	114297308	vsx2_notDB_2266	notDB
chr5	114537467	114537867	vsx2_notDB_2267	notDB
chr5	114604774	114605174	vsx2_notDB_2268	notDB
chr5	115235347	115235747	vsx2_notDB_2269	notDB
chr5	115274806	115275206	vsx2_notDB_2270	notDB
chr5	115666701	115667101	vsx2_notDB_2271	notDB
chr5	116023546	116023946	vsx2_notDB_2272	notDB
chr5	116089701	116090101	vsx2_notDB_2273	notDB
chr5	116278296	116278696	vsx2_notDB_2274	notDB
chr5	118057872	118058272	vsx2_notDB_2275	notDB
chr5	118064421	118064821	vsx2_notDB_2276	notDB
chr5	118582756	118583156	vsx2_notDB_2277	notDB
chr5	119162166	119162566	vsx2_notDB_2278	notDB
chr5	119600310	119600710	vsx2_notDB_2279	notDB
chr5	119804761	119805161	vsx2_notDB_2280	notDB
chr5	120630171	120630571	vsx2_notDB_2281	notDB
chr5	121142410	121142810	vsx2_notDB_2282	notDB
chr5	121928399	121928799	vsx2_notDB_2283	notDB
chr5	121965364	121965764	vsx2_notDB_2284	notDB
chr5	121995039	121995439	vsx2_notDB_2285	notDB
chr5	123140978	123141378	vsx2_notDB_2286	notDB
chr5	123149819	123150219	vsx2_notDB_2287	notDB
chr5	123228165	123228565	vsx2_notDB_2288	notDB
chr5	123285215	123285615	vsx2_notDB_2289	notDB
chr5	123706942	123707342	vsx2_notDB_2290	notDB
chr5	124241336	124241736	vsx2_notDB_2291	notDB
chr5	124628734	124629134	vsx2_notDB_2292	notDB
chr5	125150847	125151247	vsx2_notDB_2293	notDB
chr5	125525910	125526310	vsx2_notDB_2294	notDB
chr5	126061151	126061551	vsx2_notDB_2295	notDB
chr5	126118878	126119278	vsx2_notDB_2296	notDB
chr5	126155162	126155562	vsx2_notDB_2297	notDB
chr5	126223721	126224121	vsx2_notDB_2298	notDB
chr5	126324685	126325085	vsx2_notDB_2299	notDB
chr5	126521318	126521718	vsx2_notDB_2300	notDB
chr5	127947312	127947712	vsx2_notDB_2301	notDB
chr5	127985184	127985584	vsx2_notDB_2302	notDB
chr5	128225994	128226394	vsx2_notDB_2303	notDB
chr5	128369120	128369520	vsx2_notDB_2304	notDB
chr5	128482783	128483183	vsx2_notDB_2305	notDB
chr5	131574689	131575089	vsx2_notDB_2306	notDB
chr5	131642999	131643399	vsx2_notDB_2307	notDB
chr5	131645590	131645990	vsx2_notDB_2308	notDB
chr5	131833105	131833505	vsx2_notDB_2309	notDB
chr5	131865255	131865655	vsx2_notDB_2310	notDB
chr5	131955495	131955895	vsx2_notDB_2311	notDB
chr5	132115693	132116093	vsx2_notDB_2312	notDB
chr5	132435459	132435859	vsx2_notDB_2313	notDB
chr5	132509388	132509788	vsx2_notDB_2314	notDB
chr5	132621746	132622146	vsx2_notDB_2315	notDB
chr5	134181130	134181530	vsx2_notDB_2316	notDB
chr5	134385110	134385510	vsx2_notDB_2317	notDB
chr5	134456699	134457099	vsx2_notDB_2318	notDB
chr5	135106602	135107002	vsx2_notDB_2319	notDB
chr5	136661140	136661540	vsx2_notDB_2320	notDB
chr5	136704143	136704543	vsx2_notDB_2321	notDB
chr5	137084742	137085142	vsx2_notDB_2322	notDB
chr5	137533024	137533424	vsx2_notDB_2323	notDB
chr5	138552341	138552741	vsx2_notDB_2324	notDB
chr5	138571356	138571756	vsx2_notDB_2325	notDB
chr5	138608724	138609124	vsx2_notDB_2326	notDB
chr5	138761084	138761484	vsx2_notDB_2327	notDB
chr5	139536295	139536695	vsx2_notDB_2328	notDB
chr5	139558698	139559098	vsx2_notDB_2329	notDB
chr5	139625912	139626312	vsx2_notDB_2330	notDB
chr5	139682095	139682495	vsx2_notDB_2331	notDB
chr5	139694826	139695226	vsx2_notDB_2332	notDB
chr5	139860732	139861132	vsx2_notDB_2333	notDB
chr5	139949413	139949813	vsx2_notDB_2334	notDB
chr5	140540162	140540562	vsx2_notDB_2335	notDB
chr5	140605272	140605672	vsx2_notDB_2336	notDB
chr5	142001281	142001681	vsx2_notDB_2337	notDB
chr5	142950467	142950867	vsx2_notDB_2338	notDB
chr5	143293590	143293990	vsx2_notDB_2339	notDB
chr5	143311900	143312300	vsx2_notDB_2340	notDB
chr5	143314513	143314913	vsx2_notDB_2341	notDB
chr5	144080845	144081245	vsx2_notDB_2342	notDB
chr5	145204167	145204567	vsx2_notDB_2343	notDB
chr5	146147349	146147749	vsx2_notDB_2344	notDB
chr5	147042545	147042945	vsx2_notDB_2345	notDB
chr5	147723745	147724145	vsx2_notDB_2346	notDB
chr5	148017409	148017809	vsx2_notDB_2347	notDB
chr5	148460537	148460937	vsx2_notDB_2348	notDB
chr5	148688450	148688850	vsx2_notDB_2349	notDB
chr5	149152346	149152746	vsx2_notDB_2350	notDB
chr5	149257833	149258233	vsx2_notDB_2351	notDB
chr5	149438707	149439107	vsx2_notDB_2352	notDB
chr5	149524642	149525042	vsx2_notDB_2353	notDB
chr5	150894542	150894942	vsx2_notDB_2354	notDB
chr5	151236395	151236795	vsx2_notDB_2355	notDB
chr6	6173807	6174207	vsx2_notDB_2356	notDB
chr6	13775830	13776230	vsx2_notDB_2357	notDB
chr6	15397501	15397901	vsx2_notDB_2358	notDB
chr6	15411255	15411655	vsx2_notDB_2359	notDB
chr6	16098726	16099126	vsx2_notDB_2360	notDB
chr6	16317590	16317990	vsx2_notDB_2361	notDB
chr6	16607327	16607727	vsx2_notDB_2362	notDB
chr6	16942468	16942868	vsx2_notDB_2363	notDB
chr6	22205442	22205842	vsx2_notDB_2364	notDB
chr6	28988150	28988550	vsx2_notDB_2365	notDB
chr6	29649920	29650320	vsx2_notDB_2366	notDB
chr6	29758456	29758856	vsx2_notDB_2367	notDB
chr6	30112769	30113169	vsx2_notDB_2368	notDB
chr6	33999596	33999996	vsx2_notDB_2369	notDB
chr6	35002228	35002628	vsx2_notDB_2370	notDB
chr6	35565046	35565446	vsx2_notDB_2371	notDB
chr6	36691516	36691916	vsx2_notDB_2372	notDB
chr6	37292795	37293195	vsx2_notDB_2373	notDB
chr6	37447974	37448374	vsx2_notDB_2374	notDB
chr6	37870265	37870665	vsx2_notDB_2375	notDB
chr6	39205249	39205649	vsx2_notDB_2376	notDB
chr6	39708068	39708468	vsx2_notDB_2377	notDB
chr6	40132326	40132726	vsx2_notDB_2378	notDB
chr6	42645263	42645663	vsx2_notDB_2379	notDB
chr6	42709032	42709432	vsx2_notDB_2380	notDB
chr6	45232554	45232954	vsx2_notDB_2381	notDB
chr6	46140853	46141253	vsx2_notDB_2382	notDB
chr6	47175848	47176248	vsx2_notDB_2383	notDB
chr6	47191284	47191684	vsx2_notDB_2384	notDB
chr6	47197519	47197919	vsx2_notDB_2385	notDB
chr6	47239999	47240399	vsx2_notDB_2386	notDB
chr6	47273124	47273524	vsx2_notDB_2387	notDB
chr6	47395754	47396154	vsx2_notDB_2388	notDB
chr6	48397446	48397846	vsx2_notDB_2389	notDB
chr6	49977978	49978378	vsx2_notDB_2390	notDB
chr6	50112714	50113114	vsx2_notDB_2391	notDB
chr6	50455875	50456275	vsx2_notDB_2392	notDB
chr6	50654279	50654679	vsx2_notDB_2393	notDB
chr6	51196242	51196642	vsx2_notDB_2394	notDB
chr6	51328187	51328587	vsx2_notDB_2395	notDB
chr6	51857867	51858267	vsx2_notDB_2396	notDB
chr6	51871107	51871507	vsx2_notDB_2397	notDB
chr6	52797392	52797792	vsx2_notDB_2398	notDB
chr6	52870830	52871230	vsx2_notDB_2399	notDB
chr6	54540591	54540991	vsx2_notDB_2400	notDB
chr6	54552687	54553087	vsx2_notDB_2401	notDB
chr6	54565427	54565827	vsx2_notDB_2402	notDB
chr6	55504950	55505350	vsx2_notDB_2403	notDB
chr6	56447905	56448305	vsx2_notDB_2404	notDB
chr6	56923910	56924310	vsx2_notDB_2405	notDB
chr6	57535399	57535799	vsx2_notDB_2406	notDB
chr6	58836260	58836660	vsx2_notDB_2407	notDB
chr6	61746358	61746758	vsx2_notDB_2408	notDB
chr6	63931118	63931518	vsx2_notDB_2409	notDB
chr6	65670647	65671047	vsx2_notDB_2410	notDB
chr6	65925778	65926178	vsx2_notDB_2411	notDB
chr6	66157432	66157832	vsx2_notDB_2412	notDB
chr6	67266711	67267111	vsx2_notDB_2413	notDB
chr6	67318494	67318894	vsx2_notDB_2414	notDB
chr6	70067770	70068170	vsx2_notDB_2415	notDB
chr6	70792193	70792593	vsx2_notDB_2416	notDB
chr6	70871972	70872372	vsx2_notDB_2417	notDB
chr6	70996234	70996634	vsx2_notDB_2418	notDB
chr6	71166761	71167161	vsx2_notDB_2419	notDB
chr6	72097072	72097472	vsx2_notDB_2420	notDB
chr6	72216880	72217280	vsx2_notDB_2421	notDB
chr6	72552946	72553346	vsx2_notDB_2422	notDB
chr6	72667009	72667409	vsx2_notDB_2423	notDB
chr6	75819243	75819643	vsx2_notDB_2424	notDB
chr6	77069785	77070185	vsx2_notDB_2425	notDB
chr6	82118955	82119355	vsx2_notDB_2426	notDB
chr6	82604799	82605199	vsx2_notDB_2427	notDB
chr6	83265223	83265623	vsx2_notDB_2428	notDB
chr6	83867916	83868316	vsx2_notDB_2429	notDB
chr6	84093547	84093947	vsx2_notDB_2430	notDB
chr6	85016123	85016523	vsx2_notDB_2431	notDB
chr6	85265272	85265672	vsx2_notDB_2432	notDB
chr6	89024301	89024701	vsx2_notDB_2433	notDB
chr6	89453180	89453580	vsx2_notDB_2434	notDB
chr6	91146542	91146942	vsx2_notDB_2435	notDB
chr6	92665406	92665806	vsx2_notDB_2436	notDB
chr6	94695112	94695512	vsx2_notDB_2437	notDB
chr6	94760526	94760926	vsx2_notDB_2438	notDB
chr6	95098327	95098727	vsx2_notDB_2439	notDB
chr6	95672365	95672765	vsx2_notDB_2440	notDB
chr6	96183431	96183831	vsx2_notDB_2441	notDB
chr6	96485071	96485471	vsx2_notDB_2442	notDB
chr6	96853146	96853546	vsx2_notDB_2443	notDB
chr6	97302266	97302666	vsx2_notDB_2444	notDB
chr6	97950394	97950794	vsx2_notDB_2445	notDB
chr6	98105378	98105778	vsx2_notDB_2446	notDB
chr6	98118400	98118800	vsx2_notDB_2447	notDB
chr6	99103918	99104318	vsx2_notDB_2448	notDB
chr6	99104483	99104883	vsx2_notDB_2449	notDB
chr6	99190031	99190431	vsx2_notDB_2450	notDB
chr6	100011011	100011411	vsx2_notDB_2451	notDB
chr6	101197713	101198113	vsx2_notDB_2452	notDB
chr6	101426073	101426473	vsx2_notDB_2453	notDB
chr6	103697329	103697729	vsx2_notDB_2454	notDB
chr6	107711154	107711554	vsx2_notDB_2455	notDB
chr6	108668576	108668976	vsx2_notDB_2456	notDB
chr6	110559679	110560079	vsx2_notDB_2457	notDB
chr6	110649441	110649841	vsx2_notDB_2458	notDB
chr6	111261343	111261743	vsx2_notDB_2459	notDB
chr6	111295296	111295696	vsx2_notDB_2460	notDB
