gene	k50_group	q50_group	GENEID	p10.ehet.lfc	p10.ehet.padj	p10.ehom.lfc	p10.ehom.padj	p10.khet.lfc	p10.khet.padj	p10.khom.lfc	p10.khom.padj	p10.rhom.lfc	p10.rhom.padj	p21.ehet.lfc	p21.ehet.padj	p21.ehom.lfc	p21.ehom.padj	p21.khet.lfc	p21.khet.padj	p21.khom.lfc	p21.khom.padj	p21.rhom.lfc	p21.rhom.padj
Herc3	3	3	ENSMUSG00000029804	0.239743606	0.356425034	0.679479817	0.023219526	-0.030503375	0.960393883	-0.183008326	0.575105263	-0.208051967	0.45113552	0.217856313	0.106498877	-0.349909505	0.012079132	-0.558880202	1.59e-05	-1.026637466	2.79e-16	-0.633161868	8.03e-07
Herc4	3	2	ENSMUSG00000020064	-0.028254504	0.914546354	0.049176972	0.834256175	-0.045805502	0.932893555	-0.229631085	0.196235928	0.045205975	0.844205764	0.080220438	0.413644163	-0.161371485	0.104112453	-0.044131414	0.70232608	-0.345827672	2.27e-05	-0.241830775	0.006619298
Herpud2	1	1	ENSMUSG00000008429	-0.34935049	0.007198706	-0.56466418	4.01e-06	-0.04662684	0.901428695	-0.369391748	0.003346719	-0.007800739	0.975369309	-0.245430548	0.060114432	-0.104116551	0.570415959	0.000460102	0.99765003	0.137194631	0.352718712	0.142871806	0.407973303
Hes6	3	0	ENSMUSG00000067071	-0.242947655	0.304506724	-0.478696275	0.067480298	-0.676340486	0.012141821	-0.886419314	0.000338712	-0.767160041	0.002167136	-0.137436546	0.377905162	0.428986544	0.004137313	-0.409151226	0.008697543	0.390680238	0.009527259	0.183778461	0.331162334
Hexim1	2	1	ENSMUSG00000048878	0.290715483	0.102958264	-0.147805713	0.515101479	0.041270561	0.935953354	0.428950073	0.014569206	0.080593724	0.715438935	-0.19839498	0.123393952	-0.124087323	0.463199027	-0.113941472	0.449354943	0.007785162	0.96609565	-0.001864508	0.994386768
Hexim2	2	1	ENSMUSG00000043372	0.735316638	0.000303179	0.116773812	0.662055087	0.068775504	0.881928906	0.11860322	0.656088356	-0.06912381	0.788098402	-0.03529516	0.817804302	0.181937506	0.241646937	-0.186185738	0.200260902	-0.082263394	0.616695174	-0.12883286	0.486750923
Hey1	0	2	ENSMUSG00000040289	-0.320923956	0.149462725	-0.994640311	2.03e-05	-0.074707106	0.875352134	0.043588744	0.894545588	0.140466902	0.575329021	-0.426059573	0.036908242	-0.138913774	0.601147255	-0.273307976	0.211553281	0.416530911	0.055554005	0.300317483	0.181291123
Heyl	0	0	ENSMUSG00000032744	-0.090174095	0.709972798	-0.346744522	0.150480992	0.787261389	0.000275831	0.031765704	0.92378533	0.044992394	0.87361616	0.259664394	0.192470235	2.151328751	2.61e-11	2.3223059	3.5e-13	1.487494564	5.35e-06	2.545219273	1.37e-15
Hfm1	2	3	ENSMUSG00000043410	-0.549478476	0.006895907	-0.197441562	0.405390357	0.29769107	0.213926904	0.010262888	0.972112504	-0.017686735	0.949537567	0.076747222	0.67057265	-0.005696018	0.982710552	1.944245667	8.97e-30	0.529229892	0.006544399	0.04726684	0.888819399
Hgh1	0	0	ENSMUSG00000022554	0.715774358	0.004287478	0.170982407	0.544166782	0.329378581	0.245754494	0.044709351	0.900696611	-0.441493535	0.07414754	0.221157602	0.138503117	0.622126025	9.68e-06	0.140099405	0.426492689	0.500055021	0.000530137	-0.018772971	0.955039895
Hhat	3	3	ENSMUSG00000037375	0.043257797	0.885327622	0.361692496	0.247488012	0.078442139	0.85929339	0.121243639	0.752932103	0.511020292	0.097348319	0.270610294	0.179032029	-0.262525273	0.328962679	0.267387967	0.28656468	-0.413027729	0.134171432	-0.314414289	0.224468762
Hibadh	1	1	ENSMUSG00000029776	0.236299276	0.210259115	-0.076424025	0.768460179	0.304758852	0.165039437	0.734893677	2.72e-05	0.151697638	0.474736367	-0.129929999	0.328529858	0.004428912	0.985869422	-0.042940018	0.805985839	1.062749887	4.3700000000000005e-21	0.046067897	0.851140027
Hif1a	3	3	ENSMUSG00000021109	0.365080285	0.00618468	0.710609613	8.31e-09	-0.169614168	0.414746823	-0.458129798	0.000426376	-0.17390622	0.253759981	0.171225853	0.157277882	0.404114617	0.000340591	-0.100195577	0.459004289	-0.125066657	0.35284648	-0.315243923	0.007126716
Hif3a	1	0	ENSMUSG00000004328	-0.194387678	0.423985581	-0.156705826	0.578579526	-0.017628726	0.978922309	0.350800774	0.172532461	0.163472738	0.526327435	0.020916861	0.915536658	-0.238206513	0.331251248	-0.058839127	0.82475263	-0.431774028	0.062701021	-0.531697909	0.01915502
Higd2a	1	0	ENSMUSG00000025868	-0.00292936	0.991339978	-0.474376376	0.088693425	0.244532982	0.439978958	-0.166817734	0.593581401	0.002510696	0.998054831	-0.249265207	0.11770457	0.06755079	0.796555041	0.244870992	0.167894923	0.629878215	7.49e-05	0.685637322	1.66e-05
Hikeshi	1	1	ENSMUSG00000062797	0.497479808	0.011217608	-0.056544356	0.840279356	0.016502591	0.982610667	0.203935257	0.373997082	0.227571827	0.274500841	-0.083558428	0.569709412	0.030162099	0.905690304	-0.040386716	0.831571392	0.112022888	0.499263066	0.17057352	0.329155571
Hint2	0	0	ENSMUSG00000028470	0.355564263	0.161456675	-0.069508036	0.834490691	0.038417509	0.946873333	0.290869381	0.325001356	-1.009558487	0.000459017	-0.109738534	0.529036661	0.101602408	0.717567569	-0.118148713	0.618633151	0.653327802	0.001098224	0.009180367	0.982783762
Hint3	3	2	ENSMUSG00000019791	0.187746291	0.290698165	0.290496475	0.11570813	0.114268472	0.731584377	0.182411695	0.34205466	-0.313406997	0.070749767	-0.027681037	0.867791172	-0.263774027	0.123669465	-0.11202078	0.538216006	-0.571820207	0.000159488	-0.199513226	0.281864578
Hip1	3	3	ENSMUSG00000039959	0.172264635	0.385295477	-0.303143965	0.142991195	-0.127199349	0.707919588	-0.198259293	0.359582316	0.068969733	0.779299265	0.713160896	0.000819935	0.396414462	0.070342703	0.126120839	0.594337139	0.300202412	0.193781456	0.212764036	0.382288873
Hip1r	3	0	ENSMUSG00000000915	-0.491337671	0.121431479	0.049414601	0.88658406	-0.027319808	0.960393883	0.164905047	0.663382433	0.029603186	0.930774987	0.769997556	0.014014597	0.339858616	0.248351665	0.35095902	0.216570287	0.521067046	0.10793143	0.256398314	0.351292501
Hirip3	0	1	ENSMUSG00000042606	0.851848437	5.71e-06	0.484212696	0.014480494	-0.284638666	0.238194809	-0.777676862	3.37e-05	-0.542433278	0.004822723	0.244182251	0.034791965	0.184766838	0.165255127	-0.739899512	3.22e-12	-0.832293083	2.99e-15	-0.810547972	2.22e-14
Hk1	3	3	ENSMUSG00000037012	0.355237724	0.197876652	0.630314851	0.064111099	-0.160037875	0.637864923	-2.002834165	6.87e-09	-0.387961997	0.183959516	0.064719715	0.692280042	0.120137351	0.562491508	-0.584517713	8.83e-05	-2.729849431	5.1200000000000006e-80	-0.447301212	0.003846874
Hlcs	3	0	ENSMUSG00000040820	-0.068814424	0.759018359	-0.144578749	0.537781168	0.255731188	0.290400838	0.360377747	0.060715251	0.404857225	0.027598107	-0.177253657	0.162706809	0.037149055	0.862090236	0.058816923	0.7139597	0.564847248	3.2e-07	0.147301755	0.358057117
Hlf	3	3	ENSMUSG00000003949	0.245281823	0.275529417	0.226443806	0.383630287	0.727015054	0.002466963	1.110143455	5.13e-07	1.294150485	9.07e-09	-0.514456875	0.004185229	-0.242107634	0.240133633	-0.290655951	0.125074084	0.428452854	0.021712445	-0.016697704	0.984348418
Hmbox1	3	1	ENSMUSG00000021972	-0.701808263	0.067867357	0.012877407	0.973981303	0.001921028	0.999240545	-0.045258759	0.914669705	0.033733822	0.913947711	-0.007753047	0.95778713	-0.047422007	0.813499993	-0.08801449	0.562562672	-0.120259714	0.39106696	0.018741192	0.946693936
Hmg20a	3	3	ENSMUSG00000032329	-0.1766047	0.127852051	-0.210261891	0.091971525	0.080477747	0.756407292	-0.005073195	0.970726023	0.020358389	0.898748292	-0.043787078	0.748886529	0.055290488	0.770591993	0.247477789	0.042135742	0.438550256	6.7e-05	0.00196853	0.992717245
Hmga1	3	1	ENSMUSG00000046711	-0.043273765	0.899073558	-0.407034778	0.066585415	0.216106909	0.459939235	0.34910491	0.119847194	-0.343933001	0.1051701	-0.282733331	0.045979091	-0.267180236	0.088722858	-0.39863034	0.005224	0.386786348	0.006400091	-0.187096649	0.303780283
Hmga2	1	1	ENSMUSG00000056758											0.165650507		0.142446117	0.417173022	0.380384081	0.092108752	-0.107917378	0.783082982	0.021114426	0.923682775
Hmgb1	3	1	ENSMUSG00000066551	-0.248192733	0.256848532	-0.184656784	0.50033846	-0.018801964	0.975952105	0.20822816	0.407972722	-0.599066399	0.006350854	-0.2468909	0.037213401	0.157770832	0.270859444	0.035842653	0.825849643	0.887360797	7.84e-18	0.173356638	0.224468762
Hmgb2	1	1	ENSMUSG00000054717	-0.69054722	0.001581824	-0.881717273	4.58e-05	-0.18684069	0.547147032	-0.565758605	0.00904045	-2.234898486	3.7300000000000003e-26	-0.565456159	0.015918755	-0.977454509	4.46e-05	-0.900824335	0.000166508	-1.554859883	5.66e-11	-1.207820114	5.17e-07
Hmgcs1	1	0	ENSMUSG00000093930	0.040438887	0.84808407	-0.102360854	0.668721578	0.024694858	0.966107001	0.323849324	0.085174603	0.369236208	0.040834988	-0.358344195	0.013093858	-0.011233781	0.965912995	-0.411492231	0.004436638	-0.068128011	0.718047253	0.078109105	0.752421515
Hmgn1	2	0	ENSMUSG00000040681	0.772233665	0.003972599	1.075729495	5.82e-05	-0.429543382	0.142434221	-1.696827189	3.19e-10	-0.663708124	0.011828392	1.090414384	8.73e-17	0.585315369	1.11e-05	-0.199597835	0.204198388	-2.682647541	1.33e-76	-1.740415347	3.9700000000000005e-37
Hmgn2	3	0	ENSMUSG00000003038	-0.965940981	7.85e-06	-1.752610989	4.32e-17	-0.607811374	0.008388342	-1.518683405	2.07e-13	-1.387972114	7.13e-11	0.527213859	0.005208618	-0.538586595	0.004750134	-0.391599939	0.041746416	-0.663817146	0.00035754	0.215886601	0.330598309
Hmgn3	1	3	ENSMUSG00000066456	0.439092923	0.018845071	0.155828756	0.509297534	-0.096615948	0.810226062	0.298298938	0.13742507	0.058770339	0.812414758	-0.022659588	0.869639527	0.063505178	0.734648164	0.094829973	0.510154805	0.399230577	0.000377796	0.336553367	0.004239181
Hmgxb3	3	0	ENSMUSG00000024622	-0.114407622	0.416688949	-0.03310953	0.861931259	1.185092903	1.2000000000000001e-29	0.826996698	4.02e-15	-0.127188219	0.361183066	0.095418638	0.363519808	0.258357382	0.006831786	1.688627072	3e-103	1.581008912	1.3399999999999999e-90	0.092851458	0.517590167
Hmgxb4	1	0	ENSMUSG00000034518	-0.593269407	0.001894327	-0.166038726	0.479730384	0.046172693	0.928531879	-0.206479887	0.341818335	-0.004103443	0.989248239	-0.273679493	0.077769669	-0.14304194	0.483530319	-0.032477417	0.877077978	-0.125342081	0.513396985	-0.192027174	0.300631939
Hnrnpa1	1	1	ENSMUSG00000046434	-0.050241777	0.827861495	-0.251887335	0.165415683	-0.181396482	0.429409396	-0.152125105	0.440516423	-0.20850888	0.238489304	0.306505655	0.000600417	0.209969466	0.028832702	-0.071425586	0.518308023	0.064012307	0.570464429	-0.115345083	0.339627395
Hnrnpa3	3	3	ENSMUSG00000059005	-0.035277902	0.809240154	-0.171161587	0.185580107	0.022405313	0.95939923	0.212792033	0.065255553	0.276099441	0.011483275	-0.008077207	0.938499459	0.182909208	0.102726108	0.008000315	0.966122595	0.476580419	1.27e-07	0.184082668	0.105729332
Hnrnpab	1	0	ENSMUSG00000020358	-0.146547916	0.498369749	-0.452353014	0.018599517	-0.066836643	0.888355951	-0.267307041	0.20080778	-0.385593984	0.040005061	-0.094818202	0.518311293	0.006815643	0.983154032	-0.425690021	0.002755055	-0.065569334	0.723514037	-0.185317761	0.292692858
Hnrnpc	3	3	ENSMUSG00000060373	0.232741575	0.21340714	0.07361925	0.765331184	-0.091189676	0.822236446	0.055293765	0.829997214	-0.381672281	0.032595709	0.197077116	0.015032232	0.128356225	0.175650075	0.094521013	0.309160236	-0.017202315	0.864539568	0.119945894	0.235897389
Hnrnpf	1	0	ENSMUSG00000042079	0.540713469	0.010642533	0.36787891	0.102913232	-0.270376899	0.318572215	-1.214657496	1.63e-09	-0.450231223	0.032929582	0.353225768	0.004846257	0.696491207	1.38e-09	-0.073393474	0.653851841	-1.396586555	1.03e-34	-0.436020628	0.000337927
Hnrnph1	1	1	ENSMUSG00000007850	-0.560022748	0.018795015	-0.024202462	0.945340886	-0.425157784	0.114400426	-0.546746048	0.022522546	0.071373002	0.803801845	0.424410716	0.007521542	0.126022617	0.558857078	-0.035321039	0.86876776	-0.034693362	0.868207697	-0.034586036	0.912340065
Hnrnpl	1	1	ENSMUSG00000015165	0.393602197	0.006875636	0.292168952	0.065104342	0.136347143	0.605142078	-0.245238458	0.115352148	-0.000330061	0.995334253	0.225700952	0.050513981	-0.090324831	0.597814151	-0.130107616	0.34279529	-0.308704553	0.006470777	-0.145995604	0.355096617
Hnrnpm	2	2	ENSMUSG00000059208	-0.080991402	0.629215791	0.062760479	0.752272941	-0.120280316	0.637921331	-0.044148553	0.823819089	0.243958838	0.084850586	0.01613508	0.869590915	0.050425964	0.646668391	-0.021065411	0.848131017	-0.011477044	0.908333935	-0.082966793	0.438332124
Hnrnpul1	2	1	ENSMUSG00000040725	0.033713452	0.875004406	-0.02515364	0.929311265	-0.083146643	0.841262714	-0.354075902	0.032766141	-0.372666064	0.021982101	-0.095889909	0.567390154	0.145578776	0.445043314	-0.26980219	0.084677487	0.015904487	0.943713028	-0.018680163	0.96496367
Hnrnpul2	3	3	ENSMUSG00000071659	-0.379885721	0.007443462	-0.160759686	0.358003548	0.266146039	0.114447907	0.068722633	0.726835203	0.239463764	0.109926528	-0.255215415	0.074037096	0.01375832	0.970158553	-0.232526313	0.140329263	0.224259228	0.180999749	-0.008652771	0.972583343
Homer3	1	0	ENSMUSG00000003573	-0.093524601	0.687045409	-0.289575388	0.199364462	-0.37425093	0.10831825	-0.787046436	5.65e-05	-0.86426179	1.25e-05	-0.096329144	0.497176666	-0.210577879	0.178084989	-0.826475837	7.7e-11	-0.09112235	0.583591044	-0.490841788	0.000179181
Hook1	3	1	ENSMUSG00000028572	-0.299729636	0.185001825	-0.128823918	0.649855717	-0.304016463	0.281048906	-1.237133739	1.41e-07	-0.222356859	0.357936572	0.236792719	0.202412303	-0.189764639	0.44961057	0.371212392	0.090765936	-0.574207839	0.008765117	-0.548751809	0.012710589
Hopx	3	3	ENSMUSG00000059325	0.505542304	0.010514916	0.109261312	0.670169888	1.85735681	4.33e-24	1.140562289	6.85e-10	0.016460541	0.953747484	-0.294037879	0.041102872	-0.131149363	0.492012894	0.948147211	8.03e-14	1.749340211	4.4e-46	-0.016320643	0.957793811
Hoxb1	3	2	ENSMUSG00000018973	0.104723233	0.683764992	-0.048665098	0.877130829	-0.043478494	0.912617975	-0.080702084	0.846957128	0.319656512	0.269891783	0.019301259	0.904381914	-0.078365153	0.803445384	0.111859204	0.695367438	-0.393326507	0.322868219	0.014495775	0.969774238
Hpcal4	3	2	ENSMUSG00000046093	0.507903465	0.06840505	0.042147464	0.91674147	0.849178964	0.008703144	1.113662072	0.000192301	1.04110447	0.000556973	-0.555342626	0.00046753	-0.352658096	0.032992198	-0.192203681	0.267965665	-0.194173065	0.277126792	-0.069342425	0.802909743
Hpf1	3	2	ENSMUSG00000038005	0.096437512	0.688570128	-0.047007055	0.869590674	-0.027037923	0.964795487	-0.11919452	0.657314264	0.037646042	0.890782347	0.131712075	0.328686681	-0.223607496	0.151860314	0.076856444	0.639828222	-0.480645166	0.000304268	-0.130786537	0.497284618
Hps1	3	3	ENSMUSG00000025188	-0.048828546	0.852206232	-0.327746484	0.181053156	-0.147765355	0.676743529	-0.274772298	0.267070161	-0.005165833	0.986299381	0.075152102	0.687710713	0.130800213	0.642025712	0.526072944	0.020359361	0.682234433	0.002381987	0.304921681	0.202619858
Hps3	1	0	ENSMUSG00000027615	0.393628327	0.080303458	1.025594686	4.26e-06	-0.418208965	0.108121289	-0.962014393	2.24e-05	0.11564721	0.655738491	0.581306415	0.00428287	0.591410278	0.003609484	-0.321610069	0.125908591	-1.381368132	3.9e-12	-0.121665329	0.661990535
Hps4	3	0	ENSMUSG00000042328	0.971828407	2.03e-09	0.92556112	1.13e-08	-0.185188545	0.473493088	-0.372430607	0.037330376	-0.297911791	0.09874151	0.574425107	2.88e-08	1.449559164	1.2499999999999998e-52	-0.059726836	0.68519573	-0.317537633	0.004933315	-0.244589391	0.046743025
Hps5	3	0	ENSMUSG00000014418	0.253972273	0.175483748	0.77709908	1.18e-05	-0.672357215	0.000334558	-0.729123106	4.16e-05	-0.161066267	0.44399811	0.761451549	2.13e-07	1.344557347	3.04e-22	0.174382483	0.310896476	0.27674647	0.088710128	-0.034446606	0.922847416
Hps6	3	0	ENSMUSG00000074811	0.190496811	0.472271787	-0.240606682	0.431564201	0.049680869	0.921455994	0.939064068	0.003389636	0.059667562	0.855036826	-0.11509108	0.51539747	-0.187461041	0.471533089	-0.087064228	0.738168366	0.484562297	0.027359484	-0.131792011	0.643869407
Hr	1	1	ENSMUSG00000022096	0.112822981	0.677932776	-0.090873285	0.775981031	0.452976868	0.188974679	0.221467923	0.545266619	0.359874345	0.224898015	0.270217135	0.185866746	0.042165492	0.907679037	-0.054152359	0.855530705	-0.421079199	0.140834923	-0.043737286	0.910352828
Hrh2	1	0	ENSMUSG00000034987	0.062830533	0.803964217	1.391360757	0.008987841	0.118027234	0.652591587	0.046153944	0.917076408	0.104434189	0.700277377	0.083719055	0.647811978	0.564153541	0.021983696	1.449694271	6.14e-10	0.071933243	0.823398414	-0.125356609	0.677349228
Hrk	3	0	ENSMUSG00000046607	-0.477196823	0.064406108	-0.227480405	0.424570283	0.276392171	0.363371705	-0.409781312	0.140019588	0.028156803	0.930774987	0.1554753	0.389247991	0.433794551	0.136909129	0.368137474	0.184230028	0.460753936	0.144441117	0.32806436	0.235391452
Hs3st2	3	3	ENSMUSG00000046321	-0.051567911	0.866948296	-0.834782571	0.029315203	0.04158482	0.938486186	0.339494423	0.310351885	0.168151359	0.562623974	-0.488943344	0.071493344	-0.097984411	0.765185333	-0.4314946	0.145614692	-0.477948662	0.158737944	-0.063881347	0.853047463
Hs3st3b1	3	3	ENSMUSG00000070407	0.020648366	0.927894022	0.019275817	0.948822897	0.019773134	0.970495432	-0.902049252	2.1e-09	-0.127970409	0.50753838	0.128059985	0.295528153	0.339852152	0.003375636	-0.492308211	5.72e-06	-1.4409348	3.2800000000000003e-43	-0.126058689	0.421777443
Hs3st4	1	1	ENSMUSG00000078591	0.080239986	0.765885693	-0.179037711	0.519639008	0.098264884	0.824572835	0.377509253	0.13845079	0.027477016	0.932065121	-0.155218182	0.323425005	-0.256487887	0.161009545	-0.027469302	0.893821068	-0.063703737	0.766361974	0.075800765	0.791546051
Hs6st1	1	0	ENSMUSG00000045216	-0.00638658	0.973857525	-0.105163703	0.658491712	-0.06122398	0.892328068	0.097173128	0.693840716	-0.213227107	0.275281441	-0.148250492	0.275822304	0.005795181	0.976681014	-0.409267207	0.001550894	-0.121219752	0.421686124	0.123665125	0.489030001
Hsbp1	1	0	ENSMUSG00000031839	0.273850303	0.212102424	-0.176913496	0.510908199	0.015114926	0.969879431	0.264172231	0.279712602	-0.274342335	0.226696955	-0.245396318	0.076628005	-0.065748536	0.763752658	-0.323551818	0.023939088	0.12500698	0.448644285	0.002800427	0.995664483
Hsd17b12	1	1	ENSMUSG00000027195	0.146558304	0.447433099	-0.269425487	0.168010924	0.183538111	0.491697088	1.145878656	4.21e-13	-0.016203636	0.944424495	-0.294791549	0.014906272	-0.325023588	0.007586728	-0.136760968	0.322933803	0.462798322	4.45e-05	0.226052375	0.094680003
Hsp90aa1	1	0	ENSMUSG00000021270	-0.020089937	0.915296121	0.270759538	0.325334675	0.154298226	0.4832448	0.155086569	0.686794215	-0.271409018	0.298466138	0.082659444	0.658618574	-0.290261469	0.257846007	-0.038791014	0.895157072	-0.216752211	0.434711229	-0.127956966	0.66936398
Hsp90b1	1	0	ENSMUSG00000020048	0.08962253	0.741901489	-0.021996352	0.953273002	-0.339192959	0.25695583	-0.194278393	0.531331742	0.822043328	0.001832075	0.196696288	0.297587443	0.187774578	0.502598627	0.5903892	0.01521832	-0.423632982	0.106987727	0.150080077	0.603016656
Hspa12a	3	1	ENSMUSG00000025092	0.049542411	0.82281721	0.041036008	0.877785111	0.207214568	0.450287743	0.464649412	0.015432429	0.701722304	0.000160196	-0.294819399	0.066983889	-0.176470923	0.390610266	-0.519291462	0.001631924	-0.171392147	0.372187607	-0.001360934	0.996071708
Hspa13	3	2	ENSMUSG00000032932	-0.569004399	0.092693731	0.088437152	0.777667121	0.070034685	0.85929339	0.284240696	0.443584795	-0.297638891	0.293949904	-0.002961189	0.986001612	0.025932206	0.942107719	0.043558261	0.88994585	0.272497019	0.494081423	0.050222404	0.883568664
Hspa14	3	3	ENSMUSG00000109865	0.032237922	0.91454885	0.43723475	0.106049283	0.204506117	0.534115945	-0.201355086	0.506667941	-0.002482072	0.992792265	0.21985139	0.25007383	-0.229464847	0.388099248	0.317414042	0.18473902	-0.422884632	0.105754543	-0.032968796	0.934458472
Hspa1a	1	0	ENSMUSG00000091971	1.606552595	8.07e-10	1.015377458	0.000138294	-0.643244248	0.028636979	-0.384288779	0.167073451	-0.626531512	0.018326541	0.018751965	0.920101265	0.460775672	0.007515194	-2.894557754	1.05e-62	-2.674846119	1.5999999999999999e-55	-2.101708066	2.69e-36
Hspa1b	1	0	ENSMUSG00000090877	1.775647626	2.87e-11	1.13481717	2.95e-05	-0.546768285	0.071226966	-0.850055361	0.002217801	-0.948347314	0.000731135	0.085685552	0.637022918	0.318184735	0.159058866	-3.092750064	1.5599999999999998e-45	-2.969726564	5.920000000000001e-43	-2.493524212	7.26e-32
Hspa2	1	0	ENSMUSG00000059970	0.263390867	0.309120125	0.042227714	0.90969356	-0.011931721	0.986547978	0.76683382	0.009458464	0.107305842	0.712475502	-0.719007614	0.005700197	-0.51122887	0.045396368	-0.681591537	0.007507896	-0.073989715	0.814662028	-0.142713904	0.624060157
Hspa4	1	0	ENSMUSG00000020361	0.288864582	0.052298096	0.091013891	0.66069823	0.217871708	0.267646274	0.451132171	0.001259896	0.34517148	0.017085543	-0.103638536	0.504942174	0.11138333	0.619077444	-0.158647981	0.365167232	0.253242735	0.141859996	0.071218045	0.802388742
Hspa4l	1	0	ENSMUSG00000025757	0.139550235	0.44456043	0.353991303	0.04114132	-0.003744217	0.995712623	-0.169846967	0.380522953	-0.036698086	0.87378005	0.066621229	0.655751811	0.057598305	0.807035177	-0.446639094	0.000883164	-0.348888902	0.011765044	-0.310221116	0.03219967
Hspa5	3	3	ENSMUSG00000026864	0.878048741	0.000517686	0.247654188	0.361856672	0.11089333	0.810226062	0.399159178	0.125937628	0.065499173	0.825757749	-0.077524413	0.675472842	0.019161809	0.964239578	0.109308561	0.702487305	-0.18422222	0.57672846	0.121202294	0.696832428
Hspa9	1	0	ENSMUSG00000024359	-0.043780469	0.882056838	0.634714344	0.066627736	-0.526836773	0.152283399	-0.243198031	0.49617433	0.32008185	0.268161285	0.317402078	0.142390004	0.283018056	0.314161534	0.287008986	0.278086309	-0.117542485	0.740710978	0.209887486	0.446246646
Hspb1	3	2	ENSMUSG00000004951	0.320923713	0.242990175	-0.194015218	0.526693299	0.017795605	0.975827084	0.860311399	0.016319186	-0.069553122	0.823261546	-0.074951421	0.443868393	-0.048975164	0.841730321	0.18933268	0.383890286	0.499544661	0.238944169	-0.017604253	0.946125767
Hspb6	1	0	ENSMUSG00000036854	0.411978472	0.096552429	-0.632460481	0.02038963	-0.103995655	0.810226062	-0.545501221	0.039368169	-0.503440165	0.049901248	-0.287095348	0.057681488	-1.118706704	1.36e-14	-1.082363609	7.68e-14	0.201012784	0.223784194	-0.718251137	1.13e-06
Hspb8	3	2	ENSMUSG00000041548	0.043554355	0.88511406	-0.366841808	0.245650881	-0.009305214	0.989035157	0.722058339	0.03181818	-0.042784699	0.897245748	-0.489133607	0.046396995	-0.261325732	0.328639915	-0.134092121	0.61936704	-0.148716034	0.635076163	0.238070621	0.374640319
Hspbp1	1	0	ENSMUSG00000063802	0.498790617	0.024404689	-0.271881557	0.268406102	-0.032677704	0.956226462	0.169729555	0.5260481	-0.423733558	0.048518546	-0.117326975	0.353325139	-0.013136977	0.950598806	-0.064887044	0.66631133	0.264436355	0.023529064	-0.034517367	0.888620084
Hsph1	1	0	ENSMUSG00000029657	0.363245968	0.000255821	-0.3340294	0.001394178	0.06081394	0.82529773	0.383634887	5.64e-05	0.423391506	9.24e-06	0.04413745	0.797778814	0.334002793	0.06841491	0.142181124	0.461167937	0.320718868	0.078608496	0.046413052	0.886125037
Htatsf1	1	0	ENSMUSG00000067873	0.127081527	0.510859162	-0.080846185	0.725993453	0.008956137	0.990329065	0.056031309	0.823405582	-0.246165332	0.166255704	-0.041810174	0.770364077	0.174427107	0.215780911	-0.078806036	0.61883302	0.264202477	0.028445602	0.137628095	0.365426932
Htr2b	1	0	ENSMUSG00000026228	0.007245415	0.983937328	0.154583202	0.611366226	-0.296948439	0.304642417	-0.109489317	0.786189485	0.137334808	0.638879305	0.329086367	0.136500264	0.363194337	0.207601069	0.169950237	0.538216006	-0.077573852	0.837682952	0.177116529	0.537264394
Htr3a	3	0	ENSMUSG00000032269											-0.691662715	0.008187298	-1.493204744	1.26e-07	0.389206589	0.093612532	1.137306831	2.79e-07	-0.002674971	0.991920315
Htr6	1	1	ENSMUSG00000028747	-0.079103614	0.750670983	-0.196973213	0.448028503	0.043793534	0.904813501	2.271164785	1.32e-05	-0.247611872	0.338870149	-0.028656213	0.858539139	-0.959906255	0.034102477	-0.382207043	0.211908265	3.390849307	1.84e-22	-0.065840345	0.838242241
Htr7	0	3	ENSMUSG00000024798											0.015064386		-0.142942005	0.592977838	-0.067741889	0.8085867	0.115335795	0.794312	-0.036298431	0.908211245
Htra1	1	0	ENSMUSG00000006205	-0.231017547	0.342753211	-0.728462749	0.008155531	-1.025992771	0.000255655	-0.736123795	0.005766653	-1.546022054	1.08e-08	-0.40602569	0.00543434	-0.081895875	0.7049144	-0.666107994	1.52e-06	-0.398350711	0.005977508	-0.072455791	0.771956833
Htt	0	0	ENSMUSG00000029104	-0.379009918	0.070573245	0.041689503	0.868817687	0.054878154	0.894628306	-0.11800378	0.6774972	0.20990878	0.352211241	-0.046296666	0.679412231	-0.105072346	0.387335445	-0.022362994	0.86876776	0.017069184	0.893683098	-0.12324762	0.309544673
Hyal3	2	0	ENSMUSG00000036091	0.002773007	0.994497956	-0.110276289	0.726279047	-0.248374063	0.423804464	-0.587683203	0.089416044	-0.376173592	0.202151604	0.120703522	0.505185592	-0.04498267	0.900821295	0.105893588	0.706723844	-0.031858583	0.931540403	-0.102019895	0.753055531
Hydin	2	2	ENSMUSG00000059854	0.184153152	0.483912889	0.129396381	0.673776188	0.07313799	0.85901729	0.864517332	0.024578429	0.236150956	0.412239678	0.007055025	0.971090953	1.411922904	2.2e-10	0.438345204	0.06312213	0.341077103	0.183437735	0.0269986	0.947646833
Hyls1	1	0	ENSMUSG00000050555	0.036438751	0.894072383	-0.181004421	0.49647485	-0.0293247	0.962018476	-0.363092018	0.134209533	-0.332041947	0.150922455	0.393401805	0.046518031	0.05455388	0.862090236	0.622860793	0.002508603	0.07081226	0.802122993	-0.143756043	0.600769259
