peak.id	seqnames	start	end	width	strand	WT	E80A	K88N	R90W	cluster	row_cluster	small.cluster	khom_cluster	ehom_cluster	k50_mono	k50_di	q50_mono	q50_di	gene	k50_group	q50_group
peak.4928	chr19	46874807	46875207	401	*	155.7338225	156.2242891	9.608792334	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	1	Cnnm2	3	3
peak.4929	chr19	47067240	47067640	401	*	120.0839113	100.3622706	16.81538659	11.02922284	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Taf5	1	1
peak.4931	chr19	47204616	47205016	401	*	222.342867	201.671355	16.81538659	36.76407614	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Neurl1a	3	2
peak.4932	chr19	47211948	47212348	401	*	198.8889781	223.4480741	26.42417892	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Neurl1a	3	2
peak.4933	chr19	47427756	47428156	401	*	22.51573337	67.223785	6.005495209	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Neurl1a	3	2
peak.4934	chr19	47565224	47565624	401	*	56.28933342	124.9794313	8.407693293	13.48016125	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Slk	1	0
peak.4935	chr19	48283374	48283774	401	*	21.57757781	77.6387376	32.42967413	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Sorcs3	1	1
peak.4937	chr19	52647432	52647832	401	*	29.08282227	17.98946359	136.9252908	9.803753636	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	0	1	1	Xpnpep1	1	3
peak.4938	chr19	53143739	53144139	401	*	315.2202672	224.3948879	15.61428754	46.56782977	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Add3	3	3
peak.4939	chr19	53190189	53190589	401	*	202.6416003	57.75564626	15.61428754	34.31313773	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	1	1	1	Add3	3	3
peak.4940	chr19	53256306	53256706	401	*	30.95913338	48.28750753	12.01099042	17.15656886	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	1	Add3	3	3
peak.4941	chr19	53528127	53528527	401	*	119.1457557	95.62820119	7.206594251	19.60750727	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Dusp5	3	0
peak.4942	chr19	53578801	53579201	401	*	39.4025334	95.62820119	10.80989138	7.352815227	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	0	1	0	0	Dusp5	3	0
peak.4943	chr19	53789616	53790016	401	*	258.9309337	228.1821434	9.608792334	41.66595295	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Pdcd4	3	2
peak.4944	chr19	53791690	53792090	401	*	134.1562447	31.24485782	7.206594251	9.803753636	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	1	0	0	Pdcd4	3	2
peak.4945	chr19	53804857	53805257	401	*	39.4025334	70.06422662	6.005495209	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Pdcd4	3	2
peak.4946	chr19	53806532	53806932	401	*	78.80506679	53.96839077	3.603297125	9.803753636	e80a.lost	e80a.notDB	e80a_shared	0	e80a.notDB	1	0	0	0	Pdcd4	3	2
peak.4947	chr19	53875288	53875688	401	*	131.341778	103.2027122	7.206594251	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Pdcd4	3	2
peak.4948	chr19	54022337	54022737	401	*	68.48535566	17.04264972	46.84286263	23.28391489	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	1	Adra2a	3	3
peak.4949	chr19	54164784	54165184	401	*	144.4759558	55.86201852	12.01099042	33.08766852	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Adra2a	3	3
peak.4950	chr19	54789693	54790093	401	*	47.84593341	91.8409457	10.80989138	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	0	Adra2a	3	3
peak.4951	chr19	55018828	55019228	401	*	83.49584458	143.9157087	33.63077317	8.578284432	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Adra2a	3	3
peak.4952	chr19	55102973	55103373	401	*	129.4654669	89.94731795	28.826377	41.66595295	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Gpam	3	3
peak.4953	chr19	55314874	55315274	401	*	142.5996447	107.9367815	8.407693293	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	1	1	Vti1a	2	3
peak.4954	chr19	55556137	55556537	401	*	35.64991117	89.94731795	9.608792334	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	1	Tcf7l2	3	3
peak.4955	chr19	55574099	55574499	401	*	7.505244456	12.30858035	94.8868243	12.25469205	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	0	1	0	1	Tcf7l2	3	3
peak.4956	chr19	55608945	55609345	401	*	126.6510002	30.29804394	33.63077317	11.02922284	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	1	Tcf7l2	3	3
peak.4957	chr19	56426720	56427120	401	*	229.8481115	54.91520464	14.4131885	37.98954534	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Casp7	3	0
peak.4958	chr19	56552302	56552702	401	*	212.0231559	39.76618267	51.6472588	28.1857917	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost	1	1	1	1	Dclre1a	3	3
peak.4959	chr19	56571281	56571681	401	*	206.3942225	70.06422662	36.03297125	35.53860693	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	1	1	1	Adrb1	3	3
peak.4960	chr19	56573094	56573494	401	*	88.18662236	74.79829598	19.21758467	26.9603225	e80a.notDB	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Adrb1	3	3
peak.4961	chr19	56584239	56584639	401	*	103.1971113	22.72353296	13.21208946	18.38203807	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Adrb1	3	3
peak.4962	chr19	56617654	56618054	401	*	138.8470224	119.298548	3.603297125	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	0	e80a.notDB	1	1	0	1	Adrb1	3	3
peak.4963	chr19	56710628	56711028	401	*	48.78408897	64.38334338	4.804396167	8.578284432	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Adrb1	3	3
peak.4964	chr19	56718017	56718417	401	*	59.10380009	68.17059887	36.03297125	33.08766852	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Adrb1	3	3
peak.4965	chr19	56822065	56822465	401	*	67.54720011	84.26643471	3.603297125	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	0	e80a.notDB	1	0	1	0	Ccdc186	1	1
peak.4966	chr19	56839863	56840263	401	*	22.51573337	105.0963399	15.61428754	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	1	Vwa2	3	2
peak.4967	chr19	56888565	56888965	401	*	21.57757781	115.5112925	3.603297125	11.02922284	e80a.gained	e80a.gained	e80a_shared	0	e80a.gained	1	1	1	0	Afap1l2	3	3
peak.4968	chr19	56905734	56906134	401	*	6.567088899	90.89413183	8.407693293	3.676407614	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained	1	1	0	1	Afap1l2	3	3
peak.4969	chr19	57008695	57009095	401	*	18.76311114	72.90466824	4.804396167	3.676407614	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Afap1l2	3	3
peak.4970	chr19	57215130	57215530	401	*	33.77360005	9.468138732	56.45165496	6.127346023	k88n.gained	k88n.gained	k88n_unique	k88n.notDB	0	1	1	1	1	Ablim1	3	3
peak.4971	chr19	57215902	57216302	401	*	242.9822893	93.73457345	66.0604473	39.21501455	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	1	Ablim1	3	3
peak.4972	chr19	57231095	57231495	401	*	17.82495558	5.680883239	126.1153994	11.02922284	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	0	1	1	1	Ablim1	3	3
peak.4973	chr19	57470957	57471357	401	*	68.48535566	123.0858035	13.21208946	19.60750727	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Atrnl1	3	3
peak.4974	chr19	57473629	57474029	401	*	24.39204448	59.64927401	4.804396167	12.25469205	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Atrnl1	3	3
peak.4975	chr19	57889282	57889682	401	*	14.07233336	46.39387979	6.005495209	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Atrnl1	3	3
peak.4976	chr19	58077512	58077912	401	*	13.1341778	15.14902197	132.1208946	15.93109966	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	1	1	Atrnl1	3	3
peak.4977	chr19	58341371	58341771	401	*	54.41302231	75.74510985	2.402198084	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	0	e80a.notDB	1	0	0	0	Atrnl1	3	3
peak.4978	chr19	58819054	58819454	401	*	70.36166678	70.06422662	7.206594251	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Hspa12a	3	1
peak.4979	chr19	58829707	58830107	401	*	27.20651115	45.44706591	12.01099042	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	0	Hspa12a	3	1
peak.4980	chr19	58981596	58981996	401	*	202.6416003	100.3622706	32.42967413	41.66595295	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Eno4	1	1
peak.4981	chr19	60286730	60287130	401	*	22.51573337	55.86201852	96.08792334	20.83297648	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	0	1	0	1	Fam204a	2	2
peak.4982	chr19	60574778	60575178	401	*	42.21700007	77.6387376	10.80989138	6.127346023	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Cacul1	1	0
peak.4983	chr19	60795121	60795521	401	*	134.1562447	104.1495261	24.02198084	29.41126091	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Eif3a	3	1
peak.4984	chr2	3365193	3365593	401	*	16.88680003	95.62820119	14.4131885	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.gained	1	0	1	0	Acbd7	1	1
peak.4985	chr2	3418932	3419332	401	*	55.35117787	64.38334338	8.407693293	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Meig1	0	0
peak.4986	chr2	3468589	3468989	401	*	163.2390669	146.7561503	13.21208946	35.53860693	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Dclre1c	1	0
peak.4987	chr2	3489764	3490164	401	*	409.0358229	257.5333735	44.44066455	75.97909068	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Hspa14	3	3
peak.4988	chr2	3512770	3513170	401	*	83.49584458	70.06422662	25.22307988	22.05844568	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	1	0	Cdnf	3	1
peak.4989	chr2	3658853	3659253	401	*	521.6144897	379.6723631	12.01099042	35.53860693	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Cdnf	3	1
peak.4990	chr2	3663800	3664200	401	*	108.8260446	154.3306613	3.603297125	23.28391489	e80a.notDB	e80a.notDB	e80a_shared	0	e80a.notDB	1	0	0	0	Cdnf	3	1
peak.4991	chr2	3717407	3717807	401	*	293.6426894	286.8846036	7.206594251	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Fam107b	3	1
peak.4992	chr2	4071837	4072237	401	*	31.89728894	79.53236535	15.61428754	13.48016125	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Fam107b	3	1
peak.4993	chr2	4084037	4084437	401	*	20.63942225	81.42599309	4.804396167	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	0	Fam107b	3	1
peak.4994	chr2	4739994	4740394	401	*	114.454978	106.9899677	4.804396167	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Bend7	3	0
peak.4995	chr2	4901552	4901952	401	*	64.73273344	249.0120486	7.206594251	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Phyh	1	0
peak.4996	chr2	5059904	5060304	401	*	96.63002238	55.86201852	13.21208946	30.63673011	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	0	1	Mcm10	1	2
peak.4997	chr2	5083698	5084098	401	*	257.9927782	199.7777272	28.826377	53.920645	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Ccdc3	3	2
peak.4998	chr2	5435713	5436113	401	*	58.16564454	25.56397458	4.804396167	11.02922284	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Camk1d	3	3
peak.4999	chr2	5437815	5438215	401	*	173.5587781	59.64927401	25.22307988	41.66595295	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	1	1	1	Camk1d	3	3
peak.5000	chr2	5605521	5605921	401	*	130.4036224	92.78775957	15.61428754	14.70563045	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Camk1d	3	3
peak.5001	chr2	5614390	5614790	401	*	158.5482891	104.1495261	22.82088179	44.11689136	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	1	1	Camk1d	3	3
peak.5002	chr2	5708309	5708709	401	*	453.1291341	401.4490822	8.407693293	73.52815227	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Camk1d	3	3
peak.5003	chr2	5746322	5746722	401	*	16.88680003	67.223785	6.005495209	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Camk1d	3	3
peak.5004	chr2	5844911	5845311	401	*	83.49584458	74.79829598	10.80989138	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	0	0	0	Cdc123	0	0
peak.5005	chr2	5985761	5986161	401	*	90.06293348	53.0215769	13.21208946	23.28391489	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Proser2	3	3
peak.5006	chr2	6146197	6146597	401	*	97.56817793	185.5755191	10.80989138	9.803753636	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Echdc3	3	1
peak.5007	chr2	6325361	6325761	401	*	56.28933342	59.64927401	13.21208946	12.25469205	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	0	Echdc3	3	1
peak.5008	chr2	6352998	6353398	401	*	170.7443114	115.5112925	26.42417892	15.93109966	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Usp6nl	3	3
peak.5009	chr2	6379579	6379979	401	*	257.0546226	207.3522382	16.81538659	31.86219932	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	1	Celf2	3	3
peak.5010	chr2	6820713	6821113	401	*	74.11428901	83.31962084	28.826377	13.48016125	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	1	Celf2	3	3
peak.5011	chr2	6873503	6873903	401	*	43.15515562	59.64927401	2.402198084	8.578284432	e80a.notDB	e80a.gained	e80a_shared	0	e80a.notDB	1	0	1	0	Celf2	3	3
peak.5012	chr2	6874251	6874651	401	*	301.1479338	288.7782313	16.81538659	24.50938409	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Celf2	3	3
peak.5013	chr2	6883809	6884209	401	*	23.45388893	64.38334338	21.61978275	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	1	Celf2	3	3
peak.5014	chr2	7042372	7042772	401	*	60.98011121	92.78775957	4.804396167	17.15656886	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	1	Celf2	3	3
peak.5015	chr2	7308398	7308798	401	*	25.33020004	19.88309134	118.9088051	13.48016125	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	0	1	0	Celf2	3	3
peak.5016	chr2	7310790	7311190	401	*	109.7642002	30.29804394	18.01648563	14.70563045	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Celf2	3	3
peak.5019	chr2	9420946	9421346	401	*	138.8470224	9.468138732	1.201099042	3.676407614	e80a.lost	e80a.lost	e80a_shared	0	e80a.lost	1	1	0	1	Gata3	3	2
peak.5020	chr2	9422745	9423145	401	*	53.47486675	12.30858035	4.804396167	15.93109966	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Gata3	3	2
peak.5021	chr2	9488292	9488692	401	*	84.43400013	14.2022081	7.206594251	13.48016125	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost	1	1	0	1	Gata3	3	2
peak.5022	chr2	10142851	10143251	401	*	12.19602224	23.67034683	112.9033099	4.901876818	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	1	1	Itih5	3	3
peak.5023	chr2	11399408	11399808	401	*	190.4455781	213.9799353	8.407693293	41.66595295	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	1	Pfkfb3	1	3
peak.5024	chr2	12862599	12862999	401	*	134.1562447	159.0647307	18.01648563	28.1857917	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Mindy3	1	0
peak.5025	chr2	12937446	12937846	401	*	42.21700007	14.2022081	178.9637572	6.127346023	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	1	1	C1ql3	3	3
peak.5026	chr2	13000039	13000439	401	*	206.3942225	129.7135006	66.0604473	52.6951758	e80a.lost	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	0	C1ql3	3	3
peak.5027	chr2	13018353	13018753	401	*	128.5273113	61.54290176	13.21208946	24.50938409	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	1	1	1	C1ql3	3	3
peak.5028	chr2	13120457	13120857	401	*	166.9916892	79.53236535	62.45715017	68.62627546	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	0	1	0	1	C1ql3	3	3
peak.5029	chr2	13175481	13175881	401	*	155.7338225	53.96839077	51.6472588	30.63673011	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	C1ql3	3	3
peak.5030	chr2	13243600	13244000	401	*	39.4025334	62.48971563	6.005495209	14.70563045	e80a.gained	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	C1ql3	3	3
peak.5031	chr2	13509552	13509952	401	*	24.39204448	48.28750753	12.01099042	18.38203807	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Cubn	1	0
peak.5032	chr2	14076383	14076783	401	*	71.29982234	71.01104049	9.608792334	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	0	1	Stam	3	3
peak.5033	chr2	14127537	14127937	401	*	91.93924459	85.21324859	27.62527796	26.9603225	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	1	Stam	3	3
peak.5034	chr2	14762856	14763256	401	*	263.6217115	175.1605665	42.03846646	36.76407614	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Cacnb2	3	3
peak.5035	chr2	14783580	14783980	401	*	50.66040008	58.70246014	12.01099042	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	1	Cacnb2	3	3
peak.5036	chr2	14825126	14825526	401	*	61.91826676	41.65981042	25.22307988	14.70563045	e80a.lost	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	1	Cacnb2	3	3
peak.5037	chr2	14862192	14862592	401	*	329.2926005	145.8093365	45.64176359	58.82252182	e80a.lost	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	0	1	0	1	Cacnb2	3	3
peak.5038	chr2	14883341	14883741	401	*	66.60904455	14.2022081	15.61428754	18.38203807	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	1	0	0	Cacnb2	3	3
peak.5039	chr2	15075888	15076288	401	*	117.2694446	11.36176648	8.407693293	23.28391489	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.lost	1	1	1	0	Arl5b	3	1
peak.5040	chr2	16666982	16667382	401	*	11.25786668	14.2022081	76.87033868	20.83297648	k88n.gained	k88n.gained	k88n_unique	k88n.gained	0	1	1	0	1	Plxdc2	3	2
peak.5041	chr2	18037635	18038035	401	*	238.2915115	120.2453619	12.01099042	18.38203807	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	0	0	1	0	A930004D18Rik	0	1
peak.5042	chr2	18067278	18067678	401	*	63.79457788	115.5112925	8.407693293	15.93109966	e80a.gained	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	1	Dnajc1	3	3
peak.5043	chr2	18627812	18628212	401	*	50.66040008	57.75564626	8.407693293	18.38203807	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Commd3	3	1
peak.5045	chr2	20969478	20969878	401	*	75.99060012	81.42599309	10.80989138	11.02922284	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Arhgap21	1	1
peak.5046	chr2	22928304	22928704	401	*	42.21700007	53.96839077	8.407693293	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	1	Abi1	3	3
peak.5047	chr2	23067967	23068367	401	*	81.61953346	92.78775957	7.206594251	20.83297648	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Acbd5	1	0
peak.5048	chr2	24535526	24535926	401	*	84.43400013	33.13848556	8.407693293	11.02922284	e80a.lost	e80a.lost	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Cacna1b	1	0
peak.5049	chr2	24973119	24973519	401	*	175.4350892	232.9162128	19.21758467	26.9603225	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	0	0	Mrpl41	3	0
peak.5050	chr2	25135199	25135599	401	*	37.52622228	92.78775957	9.608792334	11.02922284	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	1	1	1	Nrarp	3	3
peak.5051	chr2	25224750	25225150	401	*	93.8155557	100.3622706	27.62527796	25.7348533	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	0	1	0	Tubb4b	0	1
peak.5052	chr2	25332445	25332845	401	*	45.03146674	51.12794915	3.603297125	7.352815227	e80a.notDB	e80a.notDB	e80a_shared	0	e80a.notDB	0	0	0	0	Man1b1	0	0
peak.5053	chr2	25460971	25461371	401	*	87.2484668	76.69192373	28.826377	23.28391489	e80a.notDB	e80a.lost	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Paxx	3	0
peak.5054	chr2	25466281	25466681	401	*	78.80506679	84.26643471	19.21758467	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	0	Paxx	3	0
peak.5055	chr2	25467583	25467983	401	*	191.3837336	240.4907238	8.407693293	17.15656886	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Paxx	3	0
peak.5056	chr2	25546911	25547311	401	*	60.98011121	83.31962084	14.4131885	13.48016125	e80a.notDB	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Traf2	1	0
peak.5057	chr2	25955418	25955818	401	*	61.91826676	75.74510985	3.603297125	14.70563045	e80a.notDB	e80a.notDB	e80a_shared	0	e80a.notDB	1	0	0	0	Camsap1	3	3
peak.5058	chr2	25977584	25977984	401	*	221.4047115	181.7882637	13.21208946	29.41126091	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Camsap1	3	3
peak.5059	chr2	25981642	25982042	401	*	130.4036224	18.93627746	37.2340703	7.352815227	e80a.lost	e80a.lost	e80a_shared	k88n.notDB	e80a.lost	1	1	0	1	Camsap1	3	3
peak.5060	chr2	25983515	25983915	401	*	107.8878891	90.89413183	9.608792334	19.60750727	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Camsap1	3	3
peak.5061	chr2	26237352	26237752	401	*	48.78408897	52.07476303	20.41868371	3.676407614	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	0	1	1	Qsox2	1	3
peak.5062	chr2	26290067	26290467	401	*	73.17613345	104.1495261	18.01648563	18.38203807	e80a.gained	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	1	1	0	1	Ccdc187	3	2
peak.5063	chr2	26300081	26300481	401	*	70.36166678	76.69192373	6.005495209	6.127346023	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Ccdc187	3	2
peak.5064	chr2	26319460	26319860	401	*	129.4654669	135.3943839	7.206594251	15.93109966	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	0	0	Gpsm1	1	0
peak.5065	chr2	26445235	26445635	401	*	87.2484668	84.26643471	18.01648563	9.803753636	e80a.notDB	e80a.notDB	e80a_shared	k88n.notDB	e80a.notDB	0	1	1	0	Sec16a	2	1
peak.5066	chr2	26465635	26466035	401	*	124.7746891	174.2137527	4.804396167	14.70563045	e80a.notDB	e80a.gained	e80a_shared	k88n.lost	e80a.notDB	1	0	0	1	Notch1	1	2
peak.5067	chr2	26902760	26903160	401	*	143.5378002	144.8625226	10.80989138	25.7348533	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	0	1	0	Surf6	1	1
peak.5068	chr2	27307358	27307758	401	*	16.88680003	69.11741274	8.407693293	8.578284432	e80a.gained	e80a.gained	e80a_shared	k88n.notDB	e80a.notDB	1	0	0	0	Sardh	3	0
peak.5069	chr2	27338599	27338999	401	*	38.46437784	49.23432141	3.603297125	9.803753636	e80a.notDB	e80a.notDB	e80a_shared	0	e80a.notDB	1	1	0	0	Sardh	3	0
peak.5070	chr2	27540116	27540516	401	*	163.2390669	157.1711029	20.41868371	26.9603225	e80a.notDB	e80a.notDB	e80a_shared	k88n.lost	e80a.notDB	1	1	1	0	Rxra	3	1
